ID,标签,标题                            ,问题                                                                                                                                                            ,答案                                                                                                                                                                                                                                                             ,省份 ,年份
8 ,0 ,咨询美术生排位                       ,今年要排位多少才能被贵校录到                                                                                                                                                ,500名左右—3500名左右                                                                                                                                                                                                                                                 ,广东 ,2021
9 ,0 ,分数线                           ,为什么该院校显示2020最低分是552，而其中里面该院校的分数线还更低，比如土木工程490？谢谢！                                                                                                             ,2020年广工普通类理科录取最低分是552、最低排位53027你说的情况，可能是地方专项、还有本科国际班的录取最低分了。我校官网有各类型的录取统计，你可以自习甄别一下。若还有疑问，可以拨打020-39322681咨询。                                                                                                                                                  ,广东 ,2021
10,0 ,贵校是否有专业极差                     ,贵校是否有专业极差                                                                                                                                                     ,我校专业录取采用“分数优先”原则，不设置级差。                                                                                                                                                                                                                                        ,广东 ,2021
11,0 ,广东省服从调剂问题                     ,我的档案被本校提走后，达不到你的专业分数线，点了服从调剂还会被退档吗？调剂比例不是1比1还会录取吗？                                                                                                            ,平行志愿规则下，投档比例是1:1，只要服从调剂，除了身体条件受限外，一定会被录取的。                                                                                                                                                                                                                     ,广东 ,2021
12,0 ,广东文科考生在贵校可选专业多吗？              ,排位大约1w5左右。谢谢老师。                                                                                                                                               ,文科专业也就只有10个。合理安排梯度填满6个就好。                                                                                                                                                                                                                                      ,广东 ,2020
13,0 ,录取                            ,福建理科考生575省排15599有希望上贵校吗？概率大吗？                                                                                                                                 ,只能说冲一冲去年最低排位14109                                                                                                                                                                                                                                              ,福建 ,2020
14,0 ,广东理科480分                      ,广东理科480分有什么专业可以投？谢谢！                                                                                                                                          ,只能考虑中外合作办学专业，有点机会。                                                                                                                                                                                                                                             ,广东 ,2020
15,0 ,本硕连读                          ,贵校有无本硕连读，26450可不可选个好专业                                                                                                                                        ,无本硕连读，代号为001-004的创新班有一定的保研名额倾斜；此排位专业可选性较多。                                                                                                                                                                                                                     ,广东 ,2020
16,0 ,河北文科                          ,老师，您好。河北文科592分，4900名。如果服从调剂，录取贵校几率大吗？                                                                                                                         ,计划基数小，波动大，平行志愿的情况下可冲一冲。                                                                                                                                                                                                                                        ,河北 ,2020
17,0 ,录取福建                          ,请问福建文史排名5137，有希望进入贵校吗                                                                                                                                         ,可以冲一冲。                                                                                                                                                                                                                                                         ,福建 ,2020
18,0 ,自动化专业                         ,省排位25333很入自动化或计算机类吗？人工智能专业招多少人？                                                                                                                               ,可以冲一冲。人工智能专业不直接招生，入校后选拔。                                                                                                                                                                                                                                       ,广东 ,2020
5 ,0 ,录取线                           ,贵校的国际部在1718年的录取分数线和19年的分数线相差这么大我该用哪个作为参考                                                                                                                      ,19年开始，要求必须出国，否则需读五年，因此2019年位次较低。预计2020年位次会一定幅度抬升；平行志愿的情况下，若感兴趣，可考虑填报。                                                                                                                                                                                          ,广东 ,2020
6 ,0 ,录取                            ,广东考生，高考551分排名53878，想选计算机或电子信息工程，可以上吗                                                                                                                          ,这个位次基本上去不了我校的热门工科专业。                                                                                                                                                                                                                                           ,广东 ,2020
7 ,0 ,录取                            ,请问河南理科615排名31030被录取的概率大吗                                                                                                                                      ,去年河南录取最低位次30500，可冲一下。                                                                                                                                                                                                                                          ,河南 ,2020
8 ,0 ,广东考生文科排位17904是否有希望上贵校         ,看去年最低是一万六左右，不知道今年是否有机会                                                                                                                                        ,可以冲一冲。                                                                                                                                                                                                                                                         ,广东 ,2020
9 ,0 ,计算机大类                         ,广东理工排26500报计算机有希望吗？                                                                                                                                           ,有希望，可冲，半稳。                                                                                                                                                                                                                                                     ,广东 ,2020
10,0 ,录取                            ,老师你好，我想问一下，广东排位25360能不能读到贵校的软件工程专业？                                                                                                                           ,软件工程合并在计算机类中招生，该位次有90%概率被录取，                                                                                                                                                                                                                                   ,广东 ,2020
11,0 ,学科要求                          ,请问贵校对数学成绩有要求吗                                                                                                                                                 ,无。                                                                                                                                                                                                                                                             ,广东 ,2020
12,0 ,提档                            ,您好！老师我是广东考生外语专业是日语，如服从调剂，提档会被退档吗？                                                                                                                             ,无色觉受限的情况下，服从调剂不退档。高考外语是日语，不能报考1外国语言文学类、2日语这两个专业。                                                                                                                                                                                                               ,广东 ,2020
13,0 ,录取                            ,请问广东理科557排名48880被录取的概率大吗                                                                                                                                      ,基本上比较稳，但请适合填报志愿，并服从调剂。                                                                                                                                                                                                                                         ,广东 ,2020
14,0 ,广东考生                          ,分数478排位13w有没有希望报贵校中外合作专业                                                                                                                                      ,按照去年排位是有希望的。                                                                                                                                                                                                                                                   ,广东 ,2020
15,0 ,冲一冲                           ,本人目前排位51175，能否可以冲一冲贵校(广东理科考生)                                                                                                                                 ,可冲半稳，大概90%。                                                                                                                                                                                                                                                    ,广东 ,2020
16,0 ,专业                            ,我在河北，高考602分排名30139报考考贵校有希望吗                                                                                                                                   ,需要冲一下，去年河北理科最低位26000左右。                                                                                                                                                                                                                                        ,河北 ,2020
17,0 ,中外合作办学                        ,老师您好，请问关于中外合作办学专业，填报志愿时需不需要服从分配？                                                                                                                              ,71845国际班有5个专业，为避免退档，请服从调剂。77845动画只有一个专业，是否服从，无大碍，进档一般录取没问题。                                                                                                                                                                                                    ,广东 ,2020
18,0 ,录取                            ,请问贵校今年有开设预科班吗                                                                                                                                                 ,预科只有新疆预科班的。                                                                                                                                                                                                                                                    ,广东 ,2020
5 ,0 ,招生计划                          ,请问贵校有开设专科的吗要多少分呢                                                                                                                                              ,无专科招生计划。                                                                                                                                                                                                                                                       ,广东 ,2020
6 ,0 ,录取可能和转专业                      ,广东文科生排名2w，将贵校作为第一志愿报考并且服从调剂，被录取的可能性大吗?顺便问问，贵校转专业要求高吗/?或者说可以申请双修吗                                                                                              ,转专业、辅修等可查看：http://zsb.gdut.edu.cn/dpzw.jsp?urltype=tree.TreeTempUrl&wbtreeid=1147                                                                                                                                                                              ,广东 ,2020
7 ,0 ,广东考生                          ,你好，请问广东考生文科540排名18160报考贵校可能性多大？                                                                                                                               ,可以冲一下。                                                                                                                                                                                                                                                         ,广东 ,2020
8 ,0 ,平行志愿政策退档风险                    ,贵校调档比例为微调，理论上讲有一定的投档生按贵司规则将被退档（因招满退档），想冲一冲的考生敢投贵司吗？                                                                                                           ,服从调剂，满足录取条件（缺额招生专业无色觉受限等）进档不退档                                                                                                                                                                                                                                 ,广东 ,2020
9 ,0 ,录取                            ,请问62000，服从调剂入贵校的机率大吗                                                                                                                                          ,机会不大。                                                                                                                                                                                                                                                          ,广东 ,2020
10,0 ,通过调剂进入贵校后可以转到建筑学专业吗           ,通过调剂进入贵校后可以转到建筑学专业吗                                                                                                                                           ,转专业需和其他申请转到目标专业的学生同时竞争。                                                                                                                                                                                                                                        ,广东 ,2020
11,0 ,中外合作办学                        ,老师您好，我想咨询以下问题：1、我是广州理科考生，高考分数517，排名87541，是否可能报考贵校院校代码为77845的中外办学专业？2、中外办学的学历证书和学位证书上是否有“合作办学”等字样（是否和国内文凭完全一致）？3、联合办学的外校方是否颁发学历证书和学位证书两份证书？4、入学后能...[详细]       , 1、广州理科考生，高考分数517，排名87541，报考贵校院校代码为77845的中外办学专业，基本上很稳了。去年排位是14万2、中外办学的学历证书和学位证书上无“合作办学”等字样（和国内文凭完全一致） 3、联合办学的外校方只颁发学学位证书，前提是出国一个学期，且满足国外学校的毕业要求； 4、不...[详细]                                                                                                    ,广东 ,2020
12,0 ,湖南美术                          ,湖南美术生招吗，提供一下分数线感谢！                                                                                                                                            ,非平行组招生，招生计划基数小，分数线不具备参考价值。                                                                                                                                                                                                                                     ,湖南 ,2020
13,0 ,能否录取                          ,"您好，广东考生理科531，排名73040，请问能被贵校录取吗？服从专业调剂,谢谢！"                                                                                                                   ,普通类希望不大，若条件许可，建议填报71845或77845的中外合作办学专业。                                                                                                                                                                                                                        ,广东 ,2020
14,0 ,关于地方专项计划                      ,请问可以提供一下近几年贵校地方专项计划中法学专业的最低录取排位吗？                                                                                                                             ,无法提供，抱歉，且参考意义不大，因为计划基数太少了，波动大，参考我校该类别的投档最低排位即可。                                                                                                                                                                                                                ,广东 ,2020
15,0 ,中外合作专业                        ,老师：您好！理工13.4990服从调剂能被中外合作办学的专业录取吗？谢谢                                                                                                                          ,按照去年排位是有希望的，可考虑填报，冲一冲。                                                                                                                                                                                                                                         ,广东 ,2020
16,0 ,关于地方专项计划录取                    ,请问文科排位18549有机会通过地方专项录取进贵校的法学专业吗？                                                                                                                              ,计划基数小，各专业录取位次波动大，无法给出明确答复，可考虑填报，冲一冲。                                                                                                                                                                                                                           ,广东 ,2020
17,0 ,退档                            ,您好！请问什么情况会被退档？                                                                                                                                                ,不服从调剂；或服从调剂但不满足录取条件（色觉受限等）                                                                                                                                                                                                                                     ,广东 ,2020
18,0 ,美术生录取                         ,美术类专业投档线综合分计算是按什么公式？还是按各省自己的综合分计算？                                                                                                                            ,各省各自的投放规则。                                                                                                                                                                                                                                                     ,江西 ,2020
5 ,0 ,专业                            ,广东日语文科生排位19900请问能报日语系吗？在大学能不能用日语替代英语？                                                                                                                         ,以上两个问题均不能。                                                                                                                                                                                                                                                     ,北京 ,2020
6 ,0 ,录取                            ,福建理科581能录取吗？转专业有什么条件？                                                                                                                                         ,可参考往年录取情况http://zsb.gdut.edu.cn/xxcx/wnlq1/a2019nlqqk/fj.htm转专业：http://zsb.gdut.edu.cn/dpzw.jsp?urltype=tree.TreeTempUrl&wbtreeid=1147                                                                                                                         ,福建 ,2020
7 ,0 ,新疆双语类                         ,位次13302双语类理科考生能否投档                                                                                                                                            ,视具体报考情况而定。                                                                                                                                                                                                                                                     ,新疆 ,2020
8 ,0 ,保研率                           ,您好老师，咱们学校的保研率有多高？一般保研学校有哪些学校？多谢了！                                                                                                                             ,每年名额将近200人；保研学校是获得推免资格的学生自己联系的。                                                                                                                                                                                                                                ,河南 ,2020
9 ,0 ,录取                            ,老师你好！我是广东理科生，558分/省排位47738，入读贵校机会大吗？                                                                                                                          ,这个位次，基本是上比较稳的。                                                                                                                                                                                                                                                 ,广东 ,2020
10,0 ,西藏汉族理科考生                      ,本人是理科汉族考生，请问在西藏省排名1054，分数540，报考贵校希望大吗，还有请问贵校对西藏招生的藏汉比例是多少呢                                                                                                    ,比例非我校设置，是西藏自治区考试院划定人数比例。平行志愿的前提下，可考虑填报。                                                                                                                                                                                                                        ,西藏 ,2020
11,0 ,艺术生                           ,关于贵校艺术校区的宿舍情况是怎么样的呢                                                                                                                                           ,东风路校区是4-6人间，有空调。                                                                                                                                                                                                                                               ,广东 ,2020
12,0 ,录取                            ,广东40458名可以上贵校吗？可以上什么专业呢？                                                                                                                                      ,能上。请查看链接：http://zsb.gdut.edu.cn/xxcx/wnlq1/a2019nlqqk.htm                                                                                                                                                                                                      ,广东 ,2020
13,0 ,国际班毕业证                        ,请问国际班的毕业证是和被高优线录取的一样吗？                                                                                                                                        ,一样的。                                                                                                                                                                                                                                                           ,广东 ,2020
14,0 ,录取                            ,海南省，602分，省排名在8974-9114，可以报该大学吗                                                                                                                                ,今年是改革第一年，位次波动大，可冲一冲。                                                                                                                                                                                                                                           ,海南 ,2020
15,0 ,分数                            ,你好，我是广东文科考生，我的高考成绩刚过本科线，请问我是否有机会报考贵校                                                                                                                          ,无。                                                                                                                                                                                                                                                             ,广东 ,2020
16,0 ,广东文科考生                        ,老师你好，请问贵校今年在广东计划招多少名文科生呢？我排名17176冲击外国语言文学类的可能性大吗？                                                                                                             ,详见招生专业目录。有希望，可冲。                                                                                                                                                                                                                                               ,广东 ,2020
17,0 ,填志愿                           ,请问第一志愿学校填广工和第二志愿学校填广工有什么区别吗                                                                                                                                   ,得看看第一志愿的学校是否将你提档了；若提档了，但由于填报专业满额且不服从，后续被退档了，就进档不了第二志愿的广工。                                                                                                                                                                                                      ,广东 ,2020
18,0 ,中外合作                          ,贵校2020中外合作办学专业具体学费和住宿费是多少？中外合作办学专业的毕业生是何种毕业证？与贵校普通毕业生的毕业证一样吗?中外合作的毕业证有“中外合作办学”“国际班”等标志吗？                                                                      ,2020中外合作办学专业具体学费和住宿费是多少？详见招生专业目录或咨询报考电话。中外合作办学专业的毕业生是何种毕业证？广工的双证以及国外的学位证。与贵校普通毕业生的毕业证一样吗? 一样中外合作的毕业证有“中外合作办学”“国际班”等标志吗？无                                                                                                                                       ,广东 ,2020
5 ,0 ,咨询                            ,你好，我是海南考生，分数476，过一本线，报贵校，有机会录取吗。                                                                                                                              ,刚过一本线，希望不大。                                                                                                                                                                                                                                                    ,海南 ,2020
6 ,0 ,录取                            ,广东理科23579的排位在贵校能被录取哪个专业                                                                                                                                       ,可参考去年排位：http://zsb.gdut.edu.cn/xxcx/wnlq1/a2019nlqqk.htm                                                                                                                                                                                                       ,广东 ,2020
7 ,0 ,土木工程往年录取分数线跟阳光高考网不一致          ,为什么阳光高考网给出的土木工程历年分数跟学校官方公众号不一样                                                                                                                                ,不存在土木工程这个专业，我们是以土木类招生。                                                                                                                                                                                                                                         ,广东 ,2020
8 ,0 ,录取                            ,请问广东理科536分报考贵校有希望被录取吗？                                                                                                                                        ,可考虑中外合作办学专业7184577845代码的                                                                                                                                                                                                                                       ,广东 ,2020
9 ,0 ,录取                            ,请问广东理科考生排名5.4w有机会上贵校吗？                                                                                                                                        ,可以冲一下                                                                                                                                                                                                                                                          ,广东 ,2020
10,0 ,录取                            ,我福建省分数577排名3371，被贵校录取几率大吗，专业怎么样                                                                                                                               ,按照去年是有希望的。可考虑填报。                                                                                                                                                                                                                                               ,福建 ,2020
11,0 ,录取                            ,您好：河南理科615有机会被贵校录取吗？多谢了！                                                                                                                                      ,可参考去年情况：http://zsb.gdut.edu.cn/xxcx/wnlq1/a2019nlqqk/hn2.htm                                                                                                                                                                                                   ,河南 ,2020
12,0 ,国际班                           ,如果实在有困难可以不出国吗？毕业证是什么样的呢，国际班可以转专业吗，怎么转呢，国际班是怎么样的学习模式呢                                                                                                          ,国际班不能转专业。                                                                                                                                                                                                                                                      ,广东 ,2020
13,0 ,国际班                           ,您好！我是广东理科462，排名153492，有没机会进国际班的电气工程及自动化（157527）和土木工程专业（157419），如果很大概率能进，我想放第一志愿。                                                                              ,预计今年位次会高一点，无法给您确切答复，可考虑填报。                                                                                                                                                                                                                                     ,广东 ,2020
14,0 ,录取                            ,广东文科考生分数533排名21450报考贵校的中外合作专业录取概率大吗                                                                                                                           ,有机会，可考虑填报。                                                                                                                                                                                                                                                     ,广东 ,2020
15,0 ,咨询成绩是否达标准                     ,招生办的老师，您好，我是广东理工科考生，成绩527，服从调配，请问有机会被贵校录取吗？                                                                                                                   ,机会不大。可考虑中外合作办学专业71845及77845.                                                                                                                                                                                                                                   ,广东 ,2020
16,0 ,咨询专业                          ,老师您好，请问有些专业是几个专业在一起填报的，上学后怎么分流呀？                                                                                                                              ,一般以高考成绩及在校学习绩点安排专业。                                                                                                                                                                                                                                            ,广东 ,2020
17,0 ,广东美术考生                        ,老师，您好，我想问下，我的美术综合分519，排位3180，有希望录取吗                                                                                                                           ,按去年排位有希望，可考虑填报。                                                                                                                                                                                                                                                ,广东 ,2020
18,0 ,国际班                           ,国际班跟其他专业一起放在19754专业组里面招生，如果分数达不到国际班，且服从调剂，那是不是就可能被调剂到其他非国际班的专业？                                                                                               ,国际班和非国际班；我校是分开组别招生的。                                                                                                                                                                                                                                           ,海南 ,2020
5 ,0 ,排名                            ,广东理科排位15w有机会吗                                                                                                                                                 ,机会不大。                                                                                                                                                                                                                                                          ,广东 ,2020
6 ,0 ,中外合作，急！！！                     ,广东工业大学与印度韦洛尔理工大学合作举办动画专业本科教育项目在第四学年是否强制要求出国，不出国在广东工业大学本部读四年是否能拿到广东工业大学学位证和毕业证？如果要出国的话总的话费大约是多少（包括学费）                                                          ,建议拨打咨询电话。020-39322681                                                                                                                                                                                                                                          ,广东 ,2020
7 ,0 ,广东考试                          ,排名51442会计专业有希望吗                                                                                                                                               ,今年会计学专业是在工商管理类招生。                                                                                                                                                                                                                                              ,广东 ,2020
8 ,0 ,志愿                            ,山西理科考生555，第一志愿为贵校，有被录取可能吗？                                                                                                                                    ,参考山西理科去年录取排位20760                                                                                                                                                                                                                                              ,山西 ,2020
9 ,0 ,专业录取问题咨询                      ,您好：我是广东考生，理科成绩570分，省排名38455，能上贵校的会计学专业吗？若服从调剂是调剂到同类的其他专业还是跨专业调剂？另入校后转专业成功的几率有多大？                                                                              ,该位次进我校问题不大；会计学今年是合并在工商管理类招生。调剂是电脑调剂。                                                                                                                                                                                                                           ,广东 ,2020
10,0 ,自动化创新班                        ,广东高考分数590分（排位25333）能进自动化创新班？                                                                                                                                  ,不确保，可考虑冲一下。                                                                                                                                                                                                                                                    ,广东 ,2020
11,0 ,提档                            ,老师我是日语语种考生，如提档后，会退档吗？                                                                                                                                         ,所填报专业满额且不服从调剂才会退档。                                                                                                                                                                                                                                             ,广东 ,2020
12,0 ,计算机                           ,广东考生排名是三万七今年可能冲刺到贵校计算机专业吗                                                                                                                                     ,按去年排位，希望不大，可考虑其他工科类专业。                                                                                                                                                                                                                                         ,广东 ,2020
13,0 ,专业级差                          ,我是广东考生，在贵校报的6个专业是平行，不设置专业级差的是吗？                                                                                                                               ,无专业级差。                                                                                                                                                                                                                                                         ,广东 ,2020
14,0 ,录取                            ,广东理科考生，74000名，服从调剂的条件下有机会可以入读贵校吗                                                                                                                              ,该位次可以考虑中外合作办学专业，普通类机会渺茫。                                                                                                                                                                                                                                       ,广东 ,2020
15,0 ,招生简章                          ,1、贵校有无志愿级差2、投档之后会因招生计划限制而被退档吗                                                                                                                                 ,1.无志愿级差2.一般情况下，只要服从调剂就不退档；若有色觉受限的情况，一般会调剂到无色觉受限专业。                                                                                                                                                                                                             ,广东 ,2020
