ID,标签,问题,答案
168,0,广东考生，请问服从调剂，是指仅在广东招生的专业内调剂？还是指在华工所有的招生专业里调剂？会调剂到华工在其他省份的招生专业么？,仅在广东招生的专业内调剂。我校今年对广东省考生有非常“6+1”政策，在广东省志愿填报结束后5天内（约8月2~7日，以官网为准），在我校招办官网（http://admission.scut.edu.cn/）可填报最不想去的专业（类），如果遇到调剂，则不会被调剂到这个非意向专业（类）。
169,0,请问贵校的2019年提前批和国家专项计划录取分怎么查不到呢,http://admission.scut.edu.cn/2019/0708/c17520a327240/page.htm
170,0,请问浙江考生报考贵校材料类，应该填报什么招生专业？谢谢！,可以先报考其他专业，入校后两周内参加材料类全英创新班（本硕、本博连读）的二次选拔，或者在第二学期结束时申请转专业。
171,0,1.贵校的转专业条件有哪些2.能否辅修双学位3.有没有研究生推免权4.大类招生分专业的具体条件谢谢老师,1.入校二次选拔要求相关学科（例如要求理科学生）；一年后全校范围内转专业转出无门槛条件，但要达到申请学院的转入门槛（每个学院都不同）；2.可以。学生在学期间如学有余力，可跨学院辅修专业、辅修学士学位。目前在校学生约有15%的学生修读辅修专业、辅修学士学位。学校开设辅修专业的有金融学、工商管理...[详细]
172,0,色弱在专业有很大的限制吗？,轻度色觉异常（俗称色弱）不能录取的专业：风景园林、材料类全英创新班、材料类(含高分子材料与工程、材料科学与工程、功能材料)、化学类(强基计划班)、化工与制药类(含应用化学、化学工程与工艺、能源化学工程、制药工程)、轻工类(含轻化工程、资源环境科学)、食品科学与工程类(含食品科学与工程、食...[详细]
173,0,上海考生，贵校的城乡规划要求加试素描，有具体考纲吗？是单个几何体还是多个几何体？是单个静物还是多个静物？,我校素描加试考的是组合体静物素描^_^
174,0,您好，今年河南省的招生名额有变动么？,今年我校在河南文理招生计划都略有增加^_^
175,0,我的预估分数为530，可以有国家专项计划，还有民族加分20分，请问能否可以冲一下这所大学,我校在广西省2019年理科国家专项分数线598分。但每年考试难易程度不一样，所以分数线每年会不同。待分数出来可以对比排位，用排位预估比较准。
176,0,贵校您好，请问录视频的场景有什么要求吗，可以在舞台吗？,请咨询艺术学院020-39380901
177,0,老师您好，请问：1、录制曲目有没有时长限制2、上传文件大小有无限制谢谢！,考题会有考试时长限制。视频在线实时录制
178,0,请问视频拍摄一定要用电脑吗？用手机能否操作？,自行测试，对录像效果满意即可
179,0,你好，我是广东省文科美术生，请问贵校文化控制线是按普通生还是艺术生设置？有没有单科成绩要求？招不招日语考生？,华南理工大学2020年设计学专业（艺术类）招生简章http://admission.scut.edu.cn/2020/0331/c17747a370215/page.htm
180,0,需要打印准考证吗,自行决定
181,0,请问学校定的时间是从17号到21号这几天都可以上传视频吗？还是每个人的时间段考试时间都有所不同?大概意思每天都有一定拍摄机会还是怎样?,都可以
182,0,请问考试时间是在“17号五点到21号的五点”当中任何一个时间进入系统考试都可以吗？？？,是的
183,0,请问广东音表古筝什么时候考试？？？,华南理工大学2020年艺术学院本科招生专业考试专业一试考试注意事项http://admission.scut.edu.cn/2020/0415/c17699a372443/page.htm
184,0,系统什么时候可以开放？会有时间彩排吗？准考证需要打印没？,华南理工大学2020年艺术学院本科招生专业考试专业一试考试注意事项http://admission.scut.edu.cn/2020/0415/c17699a372443/page.htm
185,0,管玄乐中提琴初试什么时候开始,2020年4月17日17:00—2020年4月21日17:00
186,0,请问排练次数有几次？正式考试次数有几次？,系统开放后自行查看
187,0,视频录制有时长限制吗？声乐表演的歌曲是一起录还是一首一首录？什么时候能试录？考试的时候可以录几次？,进入系统后根据要求
188,0,1.打开相关网址显示“你不在学校上传的准考名单中”2.可以用手机实时录制上传吗还是一定要用笔记本？3.下载了学信网app没有艺术类的相关入口如何操作？麻烦老师了,网校系统还未开放；只要设备支持都可以，自行评估；学信网App是实人验证的不是考试，请仔细阅读操作手册
189,0,请问用手机进入远程考试系统录视频可以上传吗？一定要用笔记本电脑录吗？,系统是允许的，只要你测试觉得可以就可以
190,0,请问是在审核时间内上传作品吗？还是进去系统内不是上传视频直接实时的录制视频然后提交？？,是的，直接在线录制上传
191,0,准考证打印仍然无准考信息，是否还没开始？,开始了
192,0,请问高校的声乐表演一试的时间确定是那天呢？,2020年4月17日17:00—2020年4月21日17:00
193,0,什么时候可以打印准考证呀,现在
194,0,人脸识别已经通过但不能提交，系统显示“你不在学校上传的准考名单中，若有疑问请联系报考学校”,我校暂时还未开放，先熟悉操作吧
195,0,1,2020年4月17日17:00—2020年4月21日17:00
196,0,现在打不通你们的电话？,工作时间都是有人接听的
197,0,请问，我的曲目是有一部分是要重复演奏的，请问考试的时候需要重复吗,请咨询艺术学院020-39380901
198,0,（钢琴表演）我想问一下录制视频时演奏前需要介绍自己吗？需要鞠躬吗？还是直接开始弹？背景有没有什么要求（比如白墙）？,不需要，直接按要求开始表演
199,0,老师好，想问问今年甘肃音乐报名多少人，多少个合格证，录取多少人,合格证全国统一划线
200,0,请问西洋管弦的初试中，我看音阶要求是大小调音阶和琶音，意思是只需要演奏大小调的主音阶和琶音对吗？三度和分解和弦不用考吗？,以简章和通知要求为准
201,0,手机下载的学信网和电脑版不一样，找不到阳光高考信息平台，无法提交视频。但通过微信进入学信网可以找到，正式考试时怎么办？,学信网App只是辅助进行实人认证的，手机也是要用浏览器访问考试系统网址
202,0,我已经在平台报名，现在的状态是打印准考证，但是无法打印，系统提示联系志愿学校，请问什么时候可以打印准考证，谢谢,这两天
203,0,什么时候初试？,18日左右
204,0,我想问一下音乐学专业的初试是乐曲一首，但是我报名的时候报了一首练习曲可以吗,以考试系统实际表演及填报的为准
205,0,具体考试时间是啥时候?到时录制是在指定网站上录还是考试那天用自己手机录好上传上去,在线录制
206,0,你不在学校上传的准考名单中，若有疑问，请联系报考学校。。。。,我校目前尚未开放考试，请先仔细阅读系统“考生使用说明”
207,0,用什么软件录制学信网不行啊？,艺术类招生作品远程提交系统
208,0,您好，请问考试时间是会提前多久告知？比如十八号考试，会提前到几号通知考生呢？因为这样有些需要提前找场地的学生易于安排行程，大概说提前一天还是两天就好了，谢谢。,提前一两天即可
209,0,视频录制是提前录好发，还是说是在线录发？,在线录制
210,0,老师甘肃省的考试时间是什么时候18号-20号吗？,18日左右
211,0,您好！一月已经在甘肃省教育考试院交过费了，为什么在艺术类招生作品远程提交系统显示未在学校准入名单中呢,我校考试暂时还未开放
212,0,现在那个系统上面显示没有相关准考证信息，打印不了是什么问题？那个视频录制是要在考试当天录制还是可以在规定的日期之前提前录制？,在线录制
213,0,"为什么我已缴费成功，却显示""你不在学校上传的准考名单中，若有疑问，请联系报考学校。""",我校考试暂时还未开放
214,0,请问音乐器乐演奏考生选修了艺术外的专业，毕业证怎么发的,请咨询艺术学院020-39380901
215,0,您好，请问已缴费的广东省声乐专业考生的准考证以及考试时间大概多久发布？,这几天
216,0,请问贵校美术设计学类专业在湖南的招生是文科生和理科生按综合分合在一起排序录取的，还是文科和理科分开排序录取？,分开
217,0,考试时间定在几时呀，啥时候开通系统给我们排练排练,18日左右
218,0,着装可以穿日常服装吗？想直接在家拍，纯色背景可以吧？,可以
219,0,贵校在河北招生吗,华南理工大学2020年艺术学院本科招生简章http://admission.scut.edu.cn/2019/1228/c17747a360339/page.htm
220,0,为什么我报名交了费之后，进入远程提交作品说我不在学校上传的准考名单中?,交费还没截止
221,0,现在还可以报名吗招重庆的音乐生看那个艺术升那个软件好像可以报名大概文化录取分是多少呢^^,报名已经结束了
222,0,河北音乐招生报名结束了吗,结束了
223,0,为什么我缴了费报了名在艺术类作品远程提交系统里登陆显示我不在学校上传的准考名单中,交费还未结束
224,0,老师你好我电话没人接请问可以用即兴伴奏吗,请在工作日（周一至周五拨打）
225,0,线上考试需要伴奏吗？,请咨询艺术学院020-39380901
226,0,要打印准考证吗？什么时,考试前可以打印
227,0,您好，请问广东音乐表演类声乐考生何时能知道自己的考试时间和准考证打印时间？远程视频提交系统何时开放呢，好让我们有一个适应的时间。谢谢,考试前
228,0,1,请咨询艺术学院020-39380901
229,0,建议初试和复试时间相隔至少一周,建议已收到
230,0,我是河北考生，请问贵校何时交一、二试的视频？在什么平台上交？,华南理工大学关于调整2020年艺术学院本科招生专业考试方案的通知http://admission.scut.edu.cn/2020/0331/c17699a370225/page.htm
231,0,报名入口在哪儿呀,报名已经结束
232,0,为什么打不开，需要下载什么,可以先下载学信网app到手机
233,0,歌曲能不能不反复，就是一次性唱完不重复唱？因为歌曲重复的部分,请咨询艺术学院020-39380901
234,0,我是甘肃考生，贵校什么时候线上考试？,4月18日左右，具体时间安排还未最终确定，
235,0,学校报名能否重开？都没有看到有相关的通知就结束了,报名已经结束。通知早在1月份就已经发布。华南理工大学2020年艺术学院本科招生专业考试广州考点报名通知http://admission.scut.edu.cn/2020/0110/c17699a361307/page.htm
236,0,广州考点的缴费怎么缴,之前报名成功的在报名系统交费
237,0,报名截止时间不是4.12下午五点莫，河北声乐,报名之前就已经结束
238,0,找不到报名入口怎么办,报名已经结束
239,0,您好，我想问问河北省声乐生，能报名校考莫，是分省招生莫,校考报名已经结束
240,0,请问招湖北音乐生吗？,音乐学专业、音乐表演专业招生范围：河南、江西、甘肃、广东、河北、湖北、湖南、海南、重庆、四川、陕西。华南理工大学2020年艺术学院本科招生简章http://admission.scut.edu.cn/2019/1228/c17747a360339/page.htm
241,0,器乐演奏专业学生可以选修哪些专业？,请咨询艺术学院020-39380901
242,0,可以用即兴伴奏吗,请在工作时间咨询艺术学院020-39380901
243,0,声表一试歌曲上传视频有时间限制吗？曲子要完整吗，可不可以不反复？,有时间限制，反复是什么意思
244,0,请问器乐演奏专业考生专业过去了文化要求多少,华南理工大学2020年艺术学院本科招生简章http://admission.scut.edu.cn/2019/1228/c17747a360339/page.htm
245,0,Chrom浏览器在中国是搜狐浏览器，可否用搜狐浏览器？,学信网推荐Chrome浏览器，系统开放后你可以自行测试
246,0,请问管玄乐演奏专的的学生可以另外选修艺术外的专业吗？,可以辅修
247,0,贵校是否重新开启报名系统,报名已经结束
248,0,您好，请问必须使用Chrome浏览器进行操作嘛？您提到的实时录制是指在浏览器内登录学信网进行线上录制么，谢谢。,是学信网“艺术类招生作品远程提交系统”（https://bm.chsi.com.cn/）线上录制。考前可以自行测试浏览器。学信网推荐：使用笔记本电脑进行考试，安装最新版Chrome浏览器（下载： Mac版https://www.google.cn/chrome/、 Windows版https://www.google.cn/chrome/。 IOS用户请使用Safari最新版浏览器；安卓用户请使用Chrome最新版浏览器（下载https://t4.chei.com.cn/common/app/chrome-80-0-3987-162.apk）
249,0,请问艺术学院的电话咨询时间是什么时候，打电话一直都没人接,应该是9:00-12:00;14:00-17:00
250,0,怎样知道自己的设备是否支持Chrome浏览器？,使用笔记本电脑进行考试，安装最新版Chrome浏览器（下载： Mac版https://www.google.cn/chrome/、 Windows版https://www.google.cn/chrome/。 IOS用户请使用Safari最新版浏览器；安卓用户请使用Chrome最新版浏览器（下载https://t4.chei.com.cn/common/app/chrome-80-0-3987-162.apk）
251,0,那个上传怎么搞，第一次这样考不太懂操作，有没有具体的讲解,后续会有通知
252,0,1,需要到下周
253,0,二胡演奏,综合考虑
254,0,二个问题。1、如果用手机实时录制，录制中途如果有电话打入，那就会直接影响录制效果，到时能否重头再录一遍。2、方案通知里说实时录制也可以用WINDOWS电脑进行操作，是指通过学信网用电脑自带的摄像头进行实时录制吗？可否外接收音设备？对录制的格式有什么要求？这些问题在方案里都没有明确...[详细],可以用电脑。
255,0,声乐表演一试是两首声乐作品二选一唱吗?是会提前指定吗?,不是，两首都要唱
256,0,实时考试具体是什么意思？如果当时考试中调试操作失误怎么办？,有排练的机会
257,0,毕竟大家都是第一次操作，操作上的还有待时间去适应,需要等学信网设置
258,0,请问伴奏是需要钢琴伴奏还是网上下载的伴奏呢？,请咨询艺术学院020-39380901
259,0,考试系统只能用Chorme?能不能用Firefox,学信网推荐使用Chorme
260,0,请问贵校即将举行的广州考点声乐表演线上考试，是可以提前录制视频还是当场直播考试呢？伴奏的话是能自己找钢伴老师还是自己放伴奏呢？还有之前报名了的歌能换成其他作品考试吗？谢谢！,实时录制上传。伴奏请咨询艺术学院020-39380901
261,0,我问一下华南理工大学音表声乐初试合格分是多少？,专业一试结果为合格与不合格
262,0,音乐学二试的现场知识问答和面试演唱各占成绩的多少比例呢?,综合评分
263,0,请问贵校2017、2018、2019年在北京的艺术类（美术）文史最低录取线，最高分和最低分的分差以及最高分位次和最低分位次。（以此问题为准）,我校未招收北京艺术类（美术）考生
264,0,线上考试还需要钢伴吗？还是说直接放伴奏就可以？有没有什么服装和形象方面的要求？比如不能化浓妆穿礼服什么的？,服装没有要求，考试前有实人认证，请勿影响实人认证。伴奏请咨询艺术学院020-39380901
265,0,音乐学专业的成绩各占的比例是多少?我看通知上说的不是很清楚，一试的钢琴曲演奏是要求完整的吗?还有音乐表演和音乐学的一试会算入总成绩吗?,按完整的准备，有一定的考试时间。一试不算入二试。
266,0,在学信网报了华工艺术学院的音乐表演专业校考，已缴费，系统显示下一步是打印准考证，一试上传视频作品，请问：需要先打印准考证吗？但如何通过学信网系统打印准考证呢？具体要求是操作？,考试时间未定，请继续关注
267,0,声乐表演专业录制视频时可以穿礼服吗?是提前录制还是直播考试呢?,服装没有要求，实时录制上传
268,0,在报名系统上提示打印准考证，但无准考信息，是学校还未安排吗？,考试时间还未确定，暂时还不行
269,0,你好，考试的曲目可以进行删减吗？还是要求全曲弹完？,以考试系统内要求为准
270,0,广州考点还可以报名吗？,报名已经结束
271,0,音乐表演演唱时可以钢伴吗？,请咨询艺术学院020-39380901
272,0,线上统一考试是先录制好视频上传，还是在规定时间录好上传？,实时录制上传
273,0,声乐视频录制是否能够用专业仪器设备呢？录视频的时候钢伴老师是否能够入镜？,不能
274,0,我想改曲目,报名系统不能修改
275,0,考声乐的时候，一定要求是正谱伴奏吗？还是即兴伴奏也可以?,请咨询艺术学院020-39380901
276,0,您好，贵校已经通知采取线上考试，那么可否钢琴伴奏？对于着装有什么要求？,伴奏请咨询艺术学院020-39380901。着装没有要求
277,0,若不想参加贵校线上考试能否退费,交费后目前是不能退费的
278,0,缴费成功后什么时候打印准考证呀,请关注系统时间
279,0,您好，我是甘肃的声乐考生，贵校已经发文通知采取线上考试的方式，那么请问声乐考试有钢琴伴奏吗？,我校不提供，更多可咨询艺术学院020-39380901
280,0,请问四川音乐表演（钢琴）的学生现在再哪个网站报名,报名已经结束
281,0,我在特殊阳光高考官网报了名但是我不知道我报的是那个地区考上面没有显示是兰州和广州考点,广州考点
282,0,老师您好，今年贵校在山东的录取批次由之前的提前批更改到了本科批，我想问一下，美术类考生大约在一个怎样的位次才能报考贵校？以前的录取分数还能做参考吗？,平行志愿，没有参照。但是也给了冲报的机会
283,0,1请问音乐表演专业初试曲目需要完整演奏完一首曲子吗？2请问远程视频操作入口在哪里？根据昨天简章给出的操作网址（https://bm.chsi.com.cn/）我找不到入口。,系统尚未开放，请继续关注
284,0,声乐美声考试，需伴奏还是清唱？,可以清唱
285,0,网上考试的具体操作出来了吗？我刚登陆那个网站，上面没有操作详情.,还没有，请继续关注
286,0,器乐类民族乐器考试是否可以弹选段有时间限制吗,请关注考试系统要求
287,0,老师你好！录视频是不是要清唱？录视频一定是要一点杂音都没有吗，我家楼下还在施工。录视频是和考核老师实时视频还是考生提前录好？,专业一试是实时录像上传，建议选择安静的时间段
288,0,华南理工声乐系实时录制考试是否需要钢琴伴奏？,没有强制要求
289,0,1,无法参考
290,0,对着装有无要求?,对着装没有要求
291,0,找不到{学信网“艺术类招生作品远程提交系统”（https://bm.chsi.com.cn/）}???请问如何操作?找不到,系统尚未开放，请继续关注
292,0,您好，贵校于四月七日更新的招生简章我已阅读过，其中声乐表演的（学信网“艺术类招生作品远程提交系统”）目前是登不上去的，请问是通道尚未开发还是什么原因呢？以及准考证的打印和面试规则，是类似于现场直播的面试还是录制完毕了上传呢？对着装以及妆容方面有什么要求吗？谢谢,考试系统尚未开放。实时录像上传
293,0,我已经在平台报名，现在的状态是打印准考证，但是无法打印，系统提示联系志愿学校，请问什么时候可以打印准考证，谢谢,华南理工大学关于调整2020年艺术学院本科招生专业考试方案的通知http://admission.scut.edu.cn/2020/0331/c17699a370225/page.htm
294,0,请问贵校音乐表演类的曲目要求范围可以在哪里查到？,华南理工大学关于调整2020年艺术学院本科招生专业考试方案的通知http://admission.scut.edu.cn/2020/0331/c17699a370225/page.htm
295,0,请问音乐表演什么时候缴费？具体时间？,华南理工大学关于调整2020年艺术学院本科招生专业考试方案的通知http://admission.scut.edu.cn/2020/0331/c17699a370225/page.htm
296,0,请问贵校会否再次开启校考报名通道？谢谢,报名已经截止
297,0,建议贵校校考可推迟到高考后，网上考试和现场考试的确有一定的差别✔望采纳,建议已收到
298,0,网上缴费时间截止到4月8日，音乐表演方案还没出来，不知道对河南招不招琵琶专业，我们现在怎样缴费。,方案省招办审核中，招不招琵琶请见招生简章。华南理工大学2020年艺术学院本科招生简章http://admission.scut.edu.cn/2019/1228/c17747a360339/page.htm
299,0,请问贵校是在广州星海音乐学院设点招生考吗？何时开始报名呢？,在本校，报名已经结束
300,0,你好，我想了解一下广州考点音乐表演的考试形式是怎么样的,省招办审核中
301,0,该专业招收甘肃考生吗？分数线大约多少,我校没有该专业
302,0,贵校在广西招舞蹈专业为什么只招文科生而不是文理兼收？是基于什么考虑？对学理科的舞蹈生是否有失公平呢？,基于学校的有限的招生计划数和生源以及学校实际情况等多方面考虑
303,0,老师您好，近日有同学跟我们反馈说贵校的公布的设计类分数和录取原则不匹配，根据贵校的简章，广东采用的应该是省投档的规则，但是19年广东投给贵校的投档最低分是559，而贵校公布的官网公布的录取最低分缺失532分，投档分要比录取分还低，请问是分数或者规则有哪些调整吗？我这边是培训机构...[详细],未能满足专业志愿考生不服从专业调剂者退档。你可以查询当年志愿征集情况。
304,0,请问舞蹈学里包括体育舞蹈吗？,不包括。我校招收中国民族民间舞、古典舞
305,0,请问贵校广州考点考试时间怎么安排？,目前省招办正在审核中，请关注华南理工大学招生工作办公室官网：http://admission.scut.edu.cn/
306,0,请问今年在河南是否有古筝招生计划?若有，几个?是否承认省统考成绩?去年招生文化课最低线多少分?谢谢!,华南理工大学2020年艺术学院本科招生简章http://admission.scut.edu.cn/2019/1228/c17747a360339/page.htm华南理工大学2019年艺术类高考录取分数统计（持续更新）http://admission.scut.edu.cn/2019/0708/c17520a327241/page.htm
307,0,请问一下老师，招生简章还没审核完毕吗，我看老师发的艺术学院招生简章是19年12月发布的，想问一下大概什么时候招生简章可以审核完毕呢？,这个不确定
308,0,请问什么时候发布方案？？,目前省招办正在审核中，请关注华南理工大学招生工作办公室官网：http://admission.scut.edu.cn/。
309,0,老师您好，我想问一下贵校招内蒙古播音生或者音乐生吗？谢谢老师,暂时不招。华南理工大学2020年艺术学院本科招生简章http://admission.scut.edu.cn/2019/1228/c17747a360339/page.htm
310,0,未缴费的能不能修改曲目，真的恳求老师给一次机会修改一下曲目😭😭😭😭,不能了
311,0,没缴费可以修改曲目吗？真的跪求可以改一下，事情有变数,不能了
312,0,缴费之后还能修改曲目吗,不能
313,0,请问河北音乐类考生什么时候缴费,现在可以。按照教育部关于艺术类专业招生考试工作的文件精神，我校正在调整校考方案，目前省招办正在审核中，请关注华南理工大学招生工作办公室官网：http://admission.scut.edu.cn/。
314,0,老师好，在官网看到，贵校的舞蹈类和设计类的专业都采用统考录取了。还没有看到音乐类的相关细则。请问音乐类还没有确定是否采用校考还是统考吗？如果没有出细则，那么在缴费结束前是否应该出台具体规则？谢谢,按照教育部关于艺术类专业招生考试工作的文件精神，我校正在调整校考方案，目前省招办正在审核中，请关注华南理工大学招生工作办公室官网：http://admission.scut.edu.cn/。
315,0,请问贵校的艺术类的视觉传达设计、工业设计，环境设计等专业是否实行大类招生；或不是实行大类招生，进校后如果想换专业，贵校是否有改专业政策？,非大类招生，可咨询设计学院。华南理工大学2020年设计学专业（艺术类）招生简章http://admission.scut.edu.cn/2020/0331/c17699a370215/page.htm
316,0,学生就读设计学院艺术类环境设计专业或视觉传达专业，在大学期间，是否可以辅修建筑学专业？,我校建筑学院目前未开设辅修专业，更多学院培养情况可以咨询设计学院联系电话：020-39380729
317,0,你好，我是音乐表演专业考生。请问贵校的校考是否还接受报名？,报名已经结束
318,0,在特殊平台报名缴费成功以后，无法通过确认考试，系统提示联系学校，请问老师如何确认考试，谢谢,我校相关方案省招办正在审核中，请静候下一步安排
319,0,请问甘肃器乐的校考方案什么时候公布呢会取消吗采取线上考试还是推迟到高考结束后呢,省招办正在审核中，审核通过后我们会第一时间发布，请关注招生工作办公室http://admission.scut.edu.cn/
320,0,请问贵校在山西有招生计划吗？我是理科。,20年没有。华南理工大学2020年设计学专业（艺术类）招生简章http://admission.scut.edu.cn/2020/0331/c17699a370215/page.htm
321,0,请问贵校的艺术类环境设计开设了哪些具体课程,可以咨询华南理工大学设计学院http://www2.scut.edu.cn/design/  通讯地址 广州市番禺区大学城华南理工大学大学城校区设计学院B11栋 办公电话020-39380726（院办） 020-39380729（教务） 020-39380730（学工）
322,0,事情有变数，能不能修改曲目现在,已经不能修改
323,0,是可以缴费了吗,可以
324,0,您好，我已缴费成功，报名平台中的确认考试是什么意思呢？应该如何操作？谢谢,请关注我办网站及系统后续安排
325,0,老师您好，请问贵校初试的交费在哪里交呢,报名系统里面
326,0,请问贵校对美术类考生的文科成绩有没有单科分数限制，2020广东考生美术联考成绩250分，文科大概要考多少有机会录取你贵校，谢谢,往年没有单科分数限制，20年政策尚未发布。请关注招生工作办公室http://admission.scut.edu.cn/华南理工大学2019年艺术类高考录取分数统计（持续更新）http://admission.scut.edu.cn/2019/0708/c17520a327241/page.htm
327,0,你好，今天我已经缴费成功了，请问考试时间什么时候能确定,请关注招生工作办公室http://admission.scut.edu.cn/
328,0,高考延期了，是否会影响校考变动？（个人希望啊，希望还是在高考后进行现场考核）,请关注招生工作办公室http://admission.scut.edu.cn/
329,0,已经三月底了什么时候考试,请关注招生工作办公室http://admission.scut.edu.cn/
330,0,已经报名贵校的声乐校考，校考方案出来了吗？,请关注招生工作办公室http://admission.scut.edu.cn/
331,0,请问省外校考还可以在网上报名？在生源地参加了小三门统考合格，还须要再次考小三门吗？如果在读期间学的双排键电子琴电子钢琴可以改专业钢琴.钢琴伴奏吗？,报名已经结束
332,0,今天是三月底最后一天了，请问校考简章是今天出吗？哈哈哈,请关注招生工作办公室http://admission.scut.edu.cn/
333,0,老师好，请问贵校设计类专业就业主要面访哪些方面、行业、地域？就业率怎么样？再问一下学校设计类专业保研率大概多少，考研率怎么样？谢谢,今年政策尚未发布，你可以参考一下去年的华南理工大学2019年设计学专业（艺术类）招生简章http://admission.scut.edu.cn/2019/0604/c17747a321403/page.htm
334,0,什么时候出简章,请关注招生工作办公室http://admission.scut.edu.cn/
335,0,您好，请问缴费什么时候开始？具体的校考方案是怎样的？,近期开始，请密切关注招生工作办公室http://admission.scut.edu.cn/
336,0,贵校2020年有无辽宁省设计学类招生计划？,简章近期会发布，请关注招生工作办公室http://admission.scut.edu.cn/
337,0,古筝报名结束了么？,是的，民乐已经报名结束
338,0,请问贵校招圆号乐器不，文化课大概需要多少分，准备几时参加考试,华南理工大学2020年艺术学院本科招生简章http://admission.scut.edu.cn/2019/1228/c17747a360339/page.htm
339,0,用递交视频的方式不太能体现一个人的专业素质我真的很想考进贵校所以请慎重考虑初试的方式！,建议已收到
340,0,简章是今天出还是明天呀？😭😁😱😉😏😜😜😰😚😂😄😣😄😄😂😝👀,请关注华南理工大学招生工作办公室官网：http://admission.scut.edu.cn/
341,0,萨克斯专业，招收吗？录取方式？考试要求？考试时间？,报名已经结束了
342,0,什么时候发简章希望贵校可以在app内安排线上考,这几天
343,0,贵校2020年音乐类笙专业在甘肃有招生计划吗？器乐笙招收几个名额?甘肃省学生文化课成绩大概多少分可以？,民乐报名已经结束。华南理工大学2020年艺术学院本科招生简章http://admission.scut.edu.cn/2019/1228/c17747a360339/page.htm
344,0,三月底了啥时候出啊😭,近日
345,0,贵校招收民谣吉他专业的学生吗？,不招收
346,0,在A段还是B段录取,各省最终录取批次以考生生源地省级教育行政部门或招生考试机构公布为准。
347,0,你好，贵校在河南招收管乐演奏的考生吗？,河南的管乐校考已经结束。华南理工大学2020年艺术学院本科招生简章http://admission.scut.edu.cn/2019/1228/c17747a360339/page.htm
348,0,请问贵校招多少人,华南理工大学2020年艺术学院本科招生简章http://admission.scut.edu.cn/2019/1228/c17747a360339/page.htm
349,0,我是上海音乐学考生，贵校有在上海招生吗？有校考吗？不知是否错过报名时间！谢谢！,我校艺术类暂时不招收上海考生
350,0,有招福建美术生嘛？,今年政策尚未发布。近些年是没有的
351,0,贵校在兰州考点具体什么时间组织专业考试,按照教育部关于艺术类专业招生考试工作的文件精神，我校正在调整校考方案，拟于近日对考生发布，请关注华南理工大学招生工作办公室官网：http://admission.scut.edu.cn/。
352,0,老师，还在甘肃组织校考吗,按照教育部关于艺术类专业招生考试工作的文件精神，我校正在调整校考方案，拟于近日对考生发布，请关注华南理工大学招生工作办公室官网：http://admission.scut.edu.cn/。
353,0,贵校每年的招生指标各省都不一样请问湖南今年的音乐表演大概招收多少人分男女比例吗,我校将根据学科建设需要结合生源情况及考试情况调整各专业（招考方向）招生计划，并于专业考试后公布分省计划，港澳台考生不占招生计划。
354,0,说是校考报名时间31号就截止希望贵校尽快出相关方案提高文化课录取比例让联考一般的学生还能有劲冲刺文化课想报贵校两年了不想放弃,建议已收到
355,0,广西的2019专业投档成绩606是综合分606吗,注：按各省级招生考试机构的排序原则进行投档录取。其中，安徽、江西、湖北、广东、广西、重庆、四川、贵州按省级招生考试机构统一投档排序规则参与平行志愿投档录取。
356,0,请问贵校发布的2019艺术类高考广西最低分631是综合分631还是高考631...,注：按各省级招生考试机构的排序原则进行投档录取。其中，安徽、江西、湖北、广东、广西、重庆、四川、贵州按省级招生考试机构统一投档排序规则参与平行志愿投档录取。
357,0,如果本科考不上了考上了专科但是到时候还想考你们的学校请问你们学校的哪个专业允许专科生考专插本？,请咨询华南理工大学继续教育学院，招生：020-22236952、22236953；jxjyzsb@scut.edu.cn招生：020-22236952、22236953；jxjyzsb@scut.edu.cn20-22236952、22236953；jxjyzsb@scut.edu.cn招生：020-22236952、22236953；jxjyzsb@scut.edu.cn
358,0,三月底啥时候开始报名缴费啊，等的花儿都谢了😭,时间出来会第一时间发布
359,0,请贵校不要取消校考再三恳请请贵校再三考虑,建议已收到
360,0,您好，请问贵校今年在海南有招生计划吗？美术生有没招生计划？按什么方式招,政策尚未发布
361,0,不要取消校考！！接受任何形式的校考，不要采用统考成绩！！真的很喜欢华南理工……为了贵校很努力在准备校考，希望贵校慎重考虑！,建议已收到
362,0,请问报名时需要上传的资料里面，是上传统考合格证还是统考成绩证书？审核通过了是不是代表上传的是正确资料,初审通过说明材料符合要求
363,0,老师：您好，请问贵校美术专业对云招生吗？,今年政策尚未发布，2019年是没有的
364,0,老师，您好！贵校的“强基计划”招生简章什么时间发布？具体报名时间是？,还不确定
365,0,老师，您好，我已报名成功，但一直不能交费，怕错过交费时间，请问学校是安排几时交考费哩？谢谢,按照教育部关于艺术类专业招生考试工作的文件精神，我校正在调整校考方案，拟于3月底对考生发布，请关注华南理工大学招生工作办公室官网：http://admission.scut.edu.cn/。
366,0,老师您好！我想咨询一下贵校近三年在陕西录取美术及设计类各专业的文科生最低及平均分数，谢谢！,历年录取统计http://admission.scut.edu.cn/17520/list.htm
367,0,你好，请问广州考点是自己带伴奏还是钢伴？,按照教育部关于艺术类专业招生考试工作的文件精神，我校正在调整校考方案，拟于3月底对考生发布，请关注华南理工大学招生工作办公室官网：http://admission.scut.edu.cn/。
