ID,标签,问题,答案 
208,0,老师好，请问色弱可以报哪些专业？谢谢！,根据教育部《普通高等学校招生体检工作指导意见》，轻度色觉异常（俗称色弱）不能录取的专业：以颜色波长作为严格技术标准的化学类、化工与制药类、药学类、生物科学类、公安技术类、地质学类各专业，医学类各专业；生物工程、生物医学工程、动物医学、动物科学、野生动物与自然保护区管理、...[详细]
209,0,老师您好！河南省，国家专项计划，理科，位次20000，有机会录取吗？敬请回复,请电话联系负责贵省市的招生组，获取最准确消息，谢谢！http://admission.sysu.edu.cn/zs01a/1378345.htm
210,0,你好，我是河南理科考生，667分能上该校的临床医院专业吗，如果被调剂，还能转回临床医学专业吗，谢谢,请电话联系负责贵省市的招生组，获取最准确消息，谢谢！http://admission.sysu.edu.cn/zs01a/1378345.htm
211,0,学生共有多少次转专业的机会，一般是什么时候,为充分调动学生的学习积极性，有利于学生的自身发展，学校允许确有专长或有特殊困难的学生转专业，使学生能根据个人特殊兴趣、专长选学专业，促进学生的个性发展。相关具体事宜可咨询中山大学教务部020-84112345.
212,0,我是湖南考生，强基计划显示审核通过，但是没有看到入围通知，下一步该怎么办？,http://admission.sysu.edu.cn/zs01a/1378565.htm
213,0,山西考生理科638，位次2217，能达贵校哪些专业,请参考历年专业录取分数。http://admission.sysu.edu.cn/zs01/zs01c/shanxi/1375275.htm
214,0,福建省排399是否有机会被经济学录取？,您好，我校全年在福建的两个经济学类专业，文科录取最低位次分别的317和626，请参考，谢谢！
215,0,今年高考569分，在中大广东综合评价初审入围者中排名第几？,我校8月3日会公布综合评价初审入围名单，入围人数1200人，请耐心等待。
216,0,老师您好，我是海南的考生，报了强基计划，什么时间可以确定是否入围？,http://admission.sysu.edu.cn/zs01a/1378565.htm
217,0,中大今年广东省综合评价初审入围人数是多少,我校8月3日会公布综合评价初审入围名单，入围人数1200人。
218,0,请问在哪儿查看强基计划入围名单?,http://admission.sysu.edu.cn/zs01a/1378565.htm
219,0,据官方发布26日公布入围名单，已经公布了吗？是通过什么方式通知或者通过什么渠道查询？,http://admission.sysu.edu.cn/zs01a/1378565.htm
220,0,我是河南的一名考生，请问怎样看自己强基计划是否入围，什么时候会公开入围名单,http://admission.sysu.edu.cn/zs01a/1378565.htm
221,0,求问一下中山大学在天津市的招生办老师电话，有没有在天津市设立线下咨询会？,http://admission.sysu.edu.cn/zs01a/1378365.htm
222,0,您好，我是广东理科的一名考生，总分618，排名12135。我看到19年的最低排名相比18年的下降了3000名。据此，我能不能认为我的排名有一丝机会进中大？😿老师建议我填报贵校吗？非常感谢您能回答我的问题！,您好，今年预计不会继续下降，谢谢！
223,0,"理科664,4878名，能入贵校吗？",我校去年在河南录取的理科最低位次约为5300名，请参考，谢谢！
224,0,青海省考生总分599分，民族20分，全省排名200，请问能报取贵校吗？若可以请问可以考虑什么专业,请电话联系负责贵省市的招生组，获取最准确消息，谢谢！http://admission.sysu.edu.cn/zs01a/1378345.htm
225,0,请问中大强基计划什么时候公布名单？,http://admission.sysu.edu.cn/zs01a/1378565.htm
226,0,请问强基计划通过名单什么时候公布，在哪能查到,http://admission.sysu.edu.cn/zs01a/1378565.htm
227,0,根据中山大学提供的网址：http://www.eeagd.cn进入之后会发现一个平行志愿投档信息交互平台的一个网页，首先与广东省考试院所发公告的网页不同，那么是否需要两个网页都进行志愿填报？还有就是登陆中山大学提供网址需要提供的用户名和密码分别是什么？,您好，广东省教育考试院近期更新了网址，实际无区别，以广东省教育考试院提供的为准。
228,0,河南理科考生674分，2546名，有多大可能被贵校录取,您好，根据往年数据，被我校录取可能性很大，欢迎报考中山大学！
229,0,综合评价信息现在还可以修改吗,您好，不可以。
230,0,综合评价中填了不服从调剂，被退档后影响正常录取吗,不影响。
231,0,何时公布，在哪查询,http://admission.sysu.edu.cn/zs01a/1378565.htm
232,0,上海考生553可以进中山大学吗,我校在上海去年最低录取位次约为4400名，请参考。
233,0,广东文科排名大概多少有几率进入岭南学院或者国际金融学院？,请参考去年各专业录取排名，谢谢！http://admission.sysu.edu.cn/zs01a/1378391.htm
234,0,你好，我是广东一名文科考生。请问选专业服从调剂是否可能会被调剂到中外合作专业？谢谢！,您好，不会。
235,0,海南考生741分排名466-485有希望被贵校录取吗？,您好，请咨询我校海南招生组，谢谢！http://admission.sysu.edu.cn/zs01a/1378353.htm
236,0,高校专项计划入选246人，最终录取160人，是有一部分人要淘汰吗,不会，在名单内考生若按预录取专业填报且高考分数超过一本线，全部予以录取。
237,0,中山大学今年在海南高校专项计划不招生吗,您好，高校专项是面向全国，但没有单独为某个省份做计划。
238,0,中山大学在上海招生会出现退档情况吗？（在同意专业调剂的情况下）,若服从调剂，我校提档后不会退档。
239,0,河南6557724名，国家专项报考中山大学几率大吗？,2019年的国家专项录取情况http://admission.sysu.edu.cn/zs01a/1363147.htm。 2018年的国家专项录取情况http://admission.sysu.edu.cn/zs01a/55974.htm 2017年的国家专项录取情况http://admission.sysu.edu.cn/zs01a/53483.htm
240,0,黑龙江省文科606分423名有可能录取吗,您好，我校去年在黑龙江录取的文科最低位次为243名，请您参考，谢谢！
241,0,湖北理科638分报中山大学录取可能性大吗？,您好，我校去年在湖北录取的理科最低位次为4666名，请参考，谢谢！
242,0,高考分与预估分相差在哪个范围内才能冲一冲,请电话联系负责贵省市的招生组，获取最准确消息，谢谢！http://admission.sysu.edu.cn/zs01a/1378345.htm
243,0,请问广东省综合评价填报若填不服从调剂，然后分数未达到而被退档，会不会影响本科普通批次的院校录取,您好，不会。
244,0,广东省的综合评价的填报时间是在26日之前吗,7.26-8.2
245,0,我近视700多度,以教育部规定为准，请参考。http://www.moe.gov.cn/srcsite/A15/moe_776/s3258/200303/t20030303_79883.html
246,0,已被中山大学药学拟录取，但正式录取后可以转专业吗,可以，转专业详情请咨询020-84112345.
247,0,请问强基计划入围名单什么时候会进行公布？在哪里查询,http://admission.sysu.edu.cn/zs01a/1378565.htm
248,0,老师好！请问提前批的农学具体是什么方向？,作物学、植物保护、农业资源与环境、食品科学与工程等学科方向。
249,0,老师好！我想报考中山大学，可我又几个问题不明，特请教老师。谢谢！1、如果我报考贵校填满六个专业，服从调剂，是从这六个专业里调适合我分数的专业，还是会从招生的全部专业里调剂。2、如果我报考贵校填满六个专业，不服从调剂，会不会被退档，致使我下面志愿不可以选学校。如果我没有考虑...[详细],1、若六个专业都未录取，会从本省可填报的所有志愿里调剂。2、若服从调剂，则不会退档，若不服从，则存在退档可能性。
250,0,北京市考生644分，排名3180，选科物理，历史，地理，是否能进入贵校学习？能进去哪个专业？谢谢！,我校去年在北京各专业最低的录取位次分别为：总体2592、物理1439；历史与地理在北京无招生计划。
251,0,强基计划入围名单什么时候公布，没入围的学生或入围的学生，院校怎样告知,http://admission.sysu.edu.cn/zs01a/1378565.htm
252,0,您好青海文科599分全省67名可以报考吗,您好，我校去年在青海录取的文科最低位次为91名，请参考，谢谢！
253,0,上海考生分数556，排名4013有机会去贵校嘛？谢谢,我校去年在上海录取的最低位次约为4200多名，请参考，谢谢！
254,0,湖南音乐美声文科专业考生,请电话联系负责贵省市的招生组，获取最准确消息，谢谢！http://admission.sysu.edu.cn/zs01a/1378345.htm
255,0,河南省理科分数667，位次4082，报考本校什么专业能录取,请参考我校历年在河南的各专业录取线http://admission.sysu.edu.cn/zs01/zs01c/henan/1375273.htm
256,0,请问在甘肃招生今年有分数级差吗,无级差。
257,0,电子科学与技术是贵校的一流学科，但是学科评估结果仅为B类，请问贵校的该专业实力如何？哪种评估更权威？,第四轮学科评估时间在前，一流学科评选时间在后，请参考，谢谢！
258,0,请问天津女，691分，物理或化学综合排名523名，能报咱们校什么专业？,您好，请咨询我校天津招生组，谢谢！http://admission.sysu.edu.cn/zs01a/1378365.htm
259,0,今天什么时间可以开始查询强基计划入围情况？会有入围的位次吗,http://admission.sysu.edu.cn/zs01a/1378565.htm
260,0,请问通过贫困专项进入中山大学，有没有转专业的机会？,有。
261,0,老师您好，请问中山大学强基计划入围名单何时公布？在哪里查询？,http://admission.sysu.edu.cn/zs01a/1378565.htm
262,0,中山大学在甘肃省高校招生咨询老师联系电话是多少？谢谢,http://admission.sysu.edu.cn/zs01a/1377951.htm
263,0,我女儿报了中山大学的综合评价招生，是临床医学深圳校区，请问什么时候有通知。,您好，我校将于8月3日公布面试考核入围名单，谢谢！
264,0,我是报中山大学综合评价招生临床医学深圳校区，请问临床医学深圳校区目前设置完备了吗？,目前深圳校区的临床医学暂时在广州进行办学，将于明年搬至深圳。
265,0,1.河南考生理科670分，省排名3375，报贵校的计算机类、电子信息专业有希望录取吗？2.能转专业吗？概率有多大？,1.请参考我校历年在河南各专业录取分数，谢谢！http://admission.sysu.edu.cn/zs01/zs01c/henan/1375273.htm2.为充分调动学生的学习积极性，有利于学生的自身发展，学校允许确有专长或有特殊困难的学生转专业，使学生能根据个人特殊兴趣、专长选学专业，促进学生的个性发展。相关具体事宜可咨...[详细]
266,0,福建排名959，分数661，有什么专业推荐,请参考我校往年在福建各专业录取线，谢谢。http://admission.sysu.edu.cn/zs01/zs01c/fujian/1375293.htm
267,0,若我被贵校提档，且我服从专业调剂，是否仍有被退档的风险？,不会。
268,0,你好，河南考生国家专项计划（文史类）在贵校近三年录取分数情况、位次情况是怎样？与一本分数线相差多少？谢谢！,2019年的国家专项录取情况http://admission.sysu.edu.cn/zs01a/1363147.htm。 2018年的国家专项录取情况http://admission.sysu.edu.cn/zs01a/55974.htm 2017年的国家专项录取情况http://admission.sysu.edu.cn/zs01a/53483.htm
269,0,1.任报您学校一专业，大一时可以转其它所有专业么？2.任报您学校一专业，大一时可以转同大类所有专业么？,为充分调动学生的学习积极性，有利于学生的自身发展，学校允许确有专长或有特殊困难的学生转专业，使学生能根据个人特殊兴趣、专长选学专业，促进学生的个性发展。相关具体事宜可咨询中山大学教务部020-84112345。
270,0,请问面试需要准备什么吗？面试的方向大致是什么呢？,主要对考生的理想信念、家国情怀、学科兴趣、培养潜质等方面进行综合考核。
271,0,老师您好！我是河南理工科考生，志愿实行平行招生，如果各个方面都符合条件，专业同意调剂，投档后退档吗？敬盼回复！老师您辛苦了！,您好，若考生服从调剂，我校提档后不会退档。
272,0,江西考生，请问强基计划的名单什么时候在哪里公布,http://admission.sysu.edu.cn/zs01a/1378565.htm
273,0,老师，您好，请问广东省提前批农业对分数有最低要求吗？,您好！今年的农学以单列代码提前批招生，具体录取分数情况目前还不清楚。如果您对农学感兴趣，建议您大胆填报。
274,0,另外，海南没有临床医学八年招生吗？如果在深圳校区读临床如果发现不适合自己，有转专业机会吗？,您好，我校海南省今年招生计划如下http://admission.sysu.edu.cn/zs01/zs01d/1375423.htm。原则上，我校不限制转专业。
275,0,我的中山大学高校专项计划初审通过了，但高考发挥的不好，如果我放弃填报高校专项计划，那我还能填报其他学校的提前批吗,您好，不影响。
276,0,我是河南省一考生，报考贵校强基计划，在网站上查询时发现显示：我省招办没有把我的高考成绩提交。请问这是怎么回事？是还没开始进行面试入围考核吗？,等26日公布。
277,0,请问今年中大生物系在北京不招生是吗,招生计划可登陆我校本科招生网或者北京教育考试院发放的招生目录查看。
278,0,请问中山大学在甘肃兰州有没有举办招生现场咨询会？有没有负责老师的电话？谢谢,http://admission.sysu.edu.cn/zs01a/1378345.htm请登录查询我校的招生咨询行程和电话。
279,0,请问，中山大学今年药学专业在上海有招生计划吗？,没有
280,0,老师，已通过高校专项面试，但对专业不太满意，高考成绩远达一本线，有无可能调换专业,录取阶段仅可录取至公示专业。入校后根据学校转专业要求申请转专业。
281,0,临床医学5年的专业代码是多少？,请查看广东省招生专业目录。
282,0,请问贵校特色专业有那些？,请查看我校本科专业介绍。http://admission.sysu.edu.cn/docs/20200716185733416773.pdf
283,0,你好，江西理科650分，1496名，进入贵校几率大吗？,几率挺大的。利用平行志愿规则，大胆填报。
284,0,我是江苏考生，已于5月报名贵校强基计划历史系，请问7月28日开始填报志愿时，是否还需要在高考志愿系统中进行填报吗？,强基计划无须在高考志愿系统进行填报。
285,0,老师好！我儿子排名1093，请问有希望录取到临床八年制专业吗？,请登录http://admission.sysu.edu.cn/zs01a/1378391.htm查询往年排名。
286,0,你好，中山大学综合评价材料审核通过，今天要在特殊批次里填报吗？,填报时间按照广东省要求。
287,0,请问：中大民族班报名条件？满族的学生可以享受降分录取的政策吗？入校后可以转专业吗？毕业后，必须会原籍就业吗？,民族班录取要求为在我校普通本科批次投档线下40分以内择优录取。具体报考政策请咨询辽宁省招办。入校可以转专业。毕业不限制回原籍。
288,0,通过高校专项拟录取预防医学专业，想转专业，可以转到临床或者口腔吗？,临床目前不接受转入；口腔当年如果有名额，接受第一年课程一致的专业转入，转入不降级。
289,0,老师，已通过高校专项被贵校预录取，在高考填报志愿时除了填报高校专项的志愿，还用不用填报普通一批的志愿信息,在高校专项填报即可。
290,0,请问珠海校区和广州校区有什么区别吗？,您好，不同校区只是不同专业的办学地点不同。
291,0,内蒙古自治区高考加十分后627，可能考入地理科学专业吗？是在一批B段录取吗？具体是什么情况？,批次请看招生目录的按照。
292,0,河南考生，663分，排名4879-5152名，能上贵校吗，什么专业可选？,您好，请查看我校2018-2019年本科批次录取统计（河南）以供参考，谢谢！http://admission.sysu.edu.cn/zs01/zs01c/henan/1375273.htm
293,0,在安徽排名1000能报临床医学8年吗？在哪个校区上课？,临床八年在广州校区。报考可咨询招生组http://admission.sysu.edu.cn/zs01a/1378345.htm
294,0,在安徽排名1000能报临床医学8年本博录取吗？在哪个校区学习？,临床医学（8年制）在广州校区北校园办学，去年在安徽招收的最低位次为理科871名，请您参考，谢谢！
295,0,请问兼报综合评价招生和强基计划志愿且均通过条件下优先录取哪一个？,强基
296,0,湖北理科640，排名4227，强基计划数学系录取通知书希望大吗？,http://admission.sysu.edu.cn/zs01a/1378565.htm
297,0,请问贵校今年福建文史类计划招生数为多少,请登录http://admission.sysu.edu.cn/zs01/zs01d/index.htm查看。
298,0,您好，我是河南理科考生，分数668，位次3845，想知道能不能通过国家专项计划报考贵校,您好！建议您参考2019年的国家专项录取情况http://admission.sysu.edu.cn/zs01a/1363147.htm。
299,0,请问，招生章程中所写的“在平行志愿投档的批次，一般按照不超过各省公布的招生计划数的105%调档。”是不是意味着，中大在广东调档的比例为1:1.05？中大在广东的调档比例是确定的还是在1:1至1:1.05间浮动？招生章程中所写到的“在平行志愿批次，已投档至中山大学的考生，在思想政治品德考核合...[详细],调档比例视生源情况确定，在1:1.05以内。在平行志愿批次，已投档至中山大学的考生，在思想政治品德考核合格、体检合格且服从专业调剂的情况下，均不退档。
300,0,问中山大学在兰州有民有举办现场咨询会，有没有具体联系老师电话，谢谢,请登录http://admission.sysu.edu.cn/zs01a/1378345.htm查询。
301,0,请问贵校的强基计划面试的时候会问什么类型的问题？,理想信念、家国情怀、学科兴趣、培养潜质等方面的问题。
302,0,你好，中山大学是否支持辅修双学位？如果有，能否介绍下相关情况,学校从2018级学生开始实行跨专业跨院系选课，进一步提高学生学习自主权。学有余力的学生可以申请辅修专业或者辅修学士学位，修满要求学分并通过考核后，可在毕业时获得辅修专业证书或者辅修学士学位。从20级开始，主修专业学位证与辅修学士学位学位证合并发证，不再分开发证。
303,0,（1）贵校深圳校区颁发的毕业证写的是“中山大学”还是“中山大学深圳校区”？（2）贵校深圳校区的文凭是否与广州本部相同并受到认可？（3）贵校深圳校区完全建成并投入使用后是否可能出现网传所说，大部分老师由于居住地在广州不便前往其他校区上课导致师资匮乏，需要学生自费前往广州校区上...[详细],中山大学深圳校区不是分校，与广州校区、珠海校区一样统一代码招生。毕业生学生学位和毕业证一样。不存在学生跨校区上课问题。
304,0,老师您好！我是一名广东考生，高考分数617，排名565，想要报考贵校的法学系或者人文学科类。近期了解到贵校招生时，不满足第一志愿转到第二志愿专业是要作减分处理，再按顺序从高到低排，请问这个说法属实吗？如果是在这种情况下，我报考中大法学系或人文学科类希望大吗？谢谢！,中山大学2020年取消专业级差。
305,0,请问生物医学工程转临五可以吗,目前临床不接受转入。
306,0,请问报填贵校志愿6个专业没有录取上，但服从调剂被录取，是不是学校就会分配其他专业？专业需要几年才可以转？一般转专业会不会被接受，需要考试通过且经挑选才够资格转专业吗？有没有名额限制？,服从调剂会调剂至该省份可填报但未报满的专业。通常3-4月会开放转专业申请，转专业条件及名额由预转入专业制定，详情可以咨询020-84112345.
307,0,外语应是134，结果强基系统只有131,请跟所在省考试院反映。
308,0,江苏考生需要多少分才可能被录取，398分有可能吗,请拨打咨询我们招生组http://admission.sysu.edu.cn/zs01a/1378345.htm
309,0,高校专项面试没过是不是就没有机会了,是的。欢迎在普通批次报考中山大学。
310,0,强基计划时间与本省第一批次志愿填报时间相同，8月5日前强基计划录取名单出现，而8月1日山西省本科一批填报完毕，如果没有被强基计划录取，能否正常走所报名的本省一批,强基计划无须再次填报志愿。请按照高考成绩填报普通高考志愿即可。
311,0,老师您好，我是2020云南考生，省排959，想报中山大学，但近视度数超过800度。请问高度近视是否能报考贵校的电子信息类等不宜报考的专业？谢谢！,您好，根据教育部《普通高等学校招生体检工作指导意见》，您不宜报考电子信息类专业，但并不禁止报考。
312,0,河南理科637分，想报考贵校临床类专业，有把握吗。谢谢,我校临床医学去年在河南理科最低录取位次为3400名左右，请参考，谢谢！
313,0,老师，请问参加贵校强基计划校测具体是在哪个校区？可以提供详细地址吗？谢谢！,http://admission.sysu.edu.cn/zs01a/1378596.htm
314,0,老师您好！请问我在阳光高考网贵校强基计划的准考证下载一栏查看，为什么显示暂无数据？是因为参加贵校校测不需要准考证吗？烦请老师解答我的疑问，不胜感激！,请在我校公布面试名单后根据要求打印准考证
315,0,您好，我是河南省平舆县的，符合国家专项，今年高考645，但名次一下子排到11903，我有点不知所措了，想借国家专项进入贵校，希望大吗,您好！去年的国家专项计划录取情况请查阅http://admission.sysu.edu.cn/zs01a/1363147.htm。具体建议咨询我校河南招生组http://admission.sysu.edu.cn/zs01a/1378345.htm。
316,0,老师您好！请问我入围了贵校的考核名单，但是我想放弃校测，这样可以吗？会影响我其他批次的录取吗？对我个人诚信有影响吗？希望得到您的答复，不胜感激！,直接放弃即可，无任何影响。
317,0,广东省文科607分排位1162有机会去贵校吗服从专业调剂一般被调到那里？转专业有什么要求？,排名上中大没有问题，参考往年排名，有梯度天百专业志愿，今年取消专业级差。http://admission.sysu.edu.cn/zs01a/1378391.htm
318,0,河南理科662，想学工科，被录取几率大吗，谢谢,您好，我校去年在河南理科最低录取位次为5200左右，请参考，谢谢！
319,0,已经报了强基计划，什么时候通知参加学校考试？山西考生强基报了基础医学，预估是多少分？,请在26日关注报名系统及招生网的公告。
320,0,请问，招生章程中所写的“在平行志愿投档的批次，一般按照不超过各省公布的招生计划数的105%调档。”是不是意味着，中大在广东调档的比例为1:1.05？中大在广东的调档比例是确定的还是在1:1至1:1.05间浮动？招生章程中所写到的“在平行志愿批次，已投档至中山大学的考生，在思想政治品德考核合...[详细],学校会视生源情况确定投档比例，比例不超过105%。在平行志愿批次，已投档至中山大学的考生，在思想政治品德考核合格、体检合格且服从专业调剂的情况下，均不退档。
321,0,老师，请问通过了高校专项计划且高考成绩超过本省一本线，只要按要求填预录专业就一定会被贵校录取吗？,您好，对的。
322,0,请问珠海校区的专业可以转到广州校区的专业吗？另外，中大的毕业证上标注培养校区吗？,你好，可以的，原则上转专业不限制校区，中大毕业证不会注明培养校区。
323,0,您好！请问贵校护理专业招收文科生吗？历年分数大概多少？,您好，护理专业在河南今年不招收文科生。招生计划和历年分数您可以分别登陆以下网址查看：http://admission.sysu.edu.cn/zs01/zs01d/1375425.htm，http://admission.sysu.edu.cn/zs01/zs01c/henan/1375273.htm
324,0,老师您好！我是一名中山大学高校计划考生，因面试成绩低于89分没能进入面试资格名单，想问一下：中山大学在对高校专项考生调档时，只会根据通过面试的公示名单来调吗？名单以外的通过初审考试的学生还有通过高校专项计划进入中大的机会（被中提档）吗？,您好，我们在高校专项计划中，只会调档在预录取名单中的考生，谢谢！
325,0,老师，你好。我想问下湖南区域招生老师的联系方式。谢谢,郝老师：13660038895
326,0,转专业需要符合什么条件，有人数限制吗。河北669分考生，能报考贵校哪些优势专业，不想学医。谢谢,您好，转专业需要符合预转入专业设置的条件，每个专业都有不同。你可以登陆一下网址查看往年各专业录取分数以作专业选择的参考，谢谢！http://admission.sysu.edu.cn/zs01/zs01c/hebei/1375274.htm
327,0,高校专项计划，246人，是否是按照每省两三个名额按照高考成绩择优录取？,您好，我校高校专项不按省分计划，名单中所有人，只要高考分数过了省控一本线，都可以按预录取专业录取。
328,0,您好我是湖南音乐生，请问专业258，文化416有希望冲刺贵校吗,首次招生，未有生源参考。建议用平行志愿规则大胆填报。
329,0,山西657，排名717---769，可以上临床八年或临床5年吗,您好，请电话咨询我校山西招生组，谢谢！张老师：18022384249；朱老师：13662434925
330,0,广西文科排名389名，本人是壮族，被贵校民族班录取的概率大吗？,可以冲一下。
331,0,你好，我是陕西考生，636分，在陕西位次是527，我有语文特长，请问我报名贵校强基计划是否有希望被录取？,您好，我校强基计划将于本月26日公布入围面试名单，需要入围后结合面试成绩得到录取名单，谢谢！
332,0,老师好，若服从调剂，色弱的考生会不会被调到一些不适宜就读的专业？,您好，不会。
333,0,你好，请问陕西考生663分能不能上你校的8年医科,您好，我校临床医学（8年制）去年在陕西招生最低位次为476名，请参考，谢谢!
334,0,我云南考生，今年高考668分，省1133名，报考贵校数学专业要希望吗？（有国家专项）,请电话联系负责贵省市的招生组，获取最准确消息，谢谢！http://admission.sysu.edu.cn/zs01a/1378345.htm
335,0,强基计划入围名单出了吗，具体什么时候出，怎么知道自己有没有入围呢,您好，强基计划将于本月26日会公布入围名单，您可以关注中山大学本科招生网，或者微信关注“中大招生”小程序及公众号，获取最新资讯，谢谢！
336,0,我是通过高校专项拟录取预防医学，转专业难吗，怎么转?,您好，大一下期3-4月会开放转专业咨询，详情请咨询020-84112345。
337,0,请问贵校的强基计划什么时候才开始审核？什么时候开始强基计划的招生？,您好，强基计划将于本月26日公布入围面试名单，请关注中山大学本科招生网或“中大招生”微信小程序及公众号，谢谢！
338,0,请问贵校历年来在环境科学专业在贵州录取的分数及排位是多少呢？,请登录以下网址查看：http://admission.sysu.edu.cn/zs01/zs01c/guizhou/1375289.htm
339,0,请问临五转临八比例和流程？,不可以。
340,0,会计专业是合并在经济学内招生还是单独招生？湖北考生647分报考会计专业希望大不大？,我校有两个大类均包含会计学，一个是工商管理类（含工商管理、会计学专业），另一个是经济学类（含经济学、金融学、工商管理、会计学专业）。这两个专业去年在湖北招生最低位次在2400名左右，请参考，谢谢！
341,0,入校以后可以转专业吗？如果可以，是需要通过考试并达到一定水准免费转专业或是通过付费？,同学您好，大一下学期3-4月通常会开放转专业申请，不同专业的转入条件不不同，一般是对之前成绩有一定要求且通过转专业考试，具体信息可以咨询相关专业的老师，谢谢！
342,0,一入学就进入深圳校区就读吗？还是先在东校区就读，具体政策如何呢,一年级报到校区和就读请查看招生目录上的说明。不同院系专业有不同的安排。
343,0,贵校临床专业5年医学完后，直接保研到还是还是临床专业，硕士研究生毕业后是否发有规培证？我指的不是5+3一体化,您好！我校有2个学院开设了临床医学（5年），具体培养情况请咨询中山医学院（020-87331064）和医学院（020-83271560）.
344,0,请问临床医学8年制是本博吗？入校后不适应学习是否可以转专业，甘肃招生老师如何联系,临床8年制是本博，不限制转出，甘肃招生老师联系方式可登陆以下网址查看：http://admission.sysu.edu.cn/zs01a/1377951.htm
345,0,老师好，我通过了高校专项计划面试，请问报考时要报哪一个批次（山东的），考上之后可以转临八吗？,您好，是报考特殊批次中的高校专项。临八一般限制转入。
346,0,我是广东文科生，请问分数598，排名2032有可能被贵校录取吗？,请查看历年录取名次以供参考：http://admission.sysu.edu.cn/zs01a/1378391.htm
347,0,国家专项计划文科609可以冲冲中山吗,请根据我校往年专项录取分数进行预估。实行平行志愿，建议大胆填报。
348,0,老师，您好！1、请问贵校转专业是是否是转出无门槛，转入有限制？请问具体的要求是什么？2、对原专业的成绩是否有要求？对转入的专业考试成绩有什么要求？3、大概什么时候可以转专业、,您好，原则上不限制转专业，详情请咨询020-84112345，谢谢！
349,0,面试成绩已知,名单已公示，请登录中山大学本科招生网查询。
350,0,入校后经济学类（珠海）能不能转到经济学类（广州）？有没有相应的政策条件？,您好，原则上不限制转专业，详情请咨询020-84112345，谢谢！
351,0,在哪里去看高校专项计划通过,http://admission.sysu.edu.cn/zs01a/1377926.htm
352,0,请说明高校专项考核成绩的计算规则。,以面试考官所给分数为准。
353,0,"广东9100多名,有机会录取吗?",请参考去年录取排名，谢谢！http://admission.sysu.edu.cn/zs01a/1378391.htm
354,0,请问高校专项的分数是怎么给学生打的？仅是面试的分数吗？,根据考生面试的成绩确定入围资格名单。
355,0,老师您好，请问重庆文科考生在加了民族分的情况下考了641分，有希望进入贵校的法学专业或金融学专业吗？,请登录中大本科招生网http://admission.sysu.edu.cn/zs01a/1378345.htm或“中大招生”小程序查询重新咨询老师联系方式，再进行对口咨询。
356,0,浙江650左右能上中山的药学吗？,http://admission.sysu.edu.cn/zs01a/1378345.htm或“中大招生”小程序查询重新咨询老师联系方式，再进行对口咨询。
357,0,老师好，我对医学比较感兴趣。志愿填报为医学专业，若服从调剂，是不是会被调剂到非医学专业？,有可能的
358,0,文科排名405能有什么专业选择入学后转专业政策具体内容（谢谢）,请登录中大本科招生网http://admission.sysu.edu.cn/zs01a/1378345.htm或“中大招生”小程序查询重新咨询老师联系方式，再进行对口咨询。入校后转专业具体内容可咨询020-84112345
359,0,您好，我在模拟填报志愿的时候为什么第一志愿选择的是汉语言文学，锁定之后却排到了第二志愿？,请咨询西藏教育考试院。
360,0,贵校的强基计划在湖南大约有多少人入围校试？主要考察哪些项目？,将根据高考实际成绩，按招生计划的4倍确定入围考核名单。考核面试和体质测试。
361,0,请问贵校2020年在浙江省的招生数和新增专业，谢谢！,http://admission.sysu.edu.cn/zs01/zs01d/index.htm请登录中山大学本科招生网或微信搜索“中大招生”小程序查询分省分专业计划
362,0,请问进入贵校后转专业困难吗？转专业需要做一些什么准备？,入校后转专业具体内容可咨询020-84112345
363,0,您好！老师，我有色觉ll度，单色不能识别，能报读贵校计算机类、工商管理类、经济学类、电子信息类这几类吗？盼复！非常感谢！😊,以上专业色盲色弱均不受限。
364,0,获得高校专项资格的考生只要过了一本线就可以就读吗,入选学生须参加全国普通高校招生统一考试，按照各省级招办（考试院）提出的报考要求填报高考志愿，高考成绩达到所在省份一本控制线即录取。
365,0,我的高考成绩是636分，在河北省的位次是12058，请问我报名贵校的强基计划是否有希望被贵校录取？,我校依据考生高考成绩（不含任何政策加分），按分省招生计划数的4倍确定各省入围考核考生名单（同分考生按排位比较）并公示入围标准。
366,0,通过了中山大学面试，是不是只要上了一本线就一定会被录取呢?入伙是这样，为什么通过的人数有246人，而招生计划只有160人，这样我会不会落榜?,入选学生须参加全国普通高校招生统一考试，按照各省级招办（考试院）提出的报考要求填报高考志愿，高考成绩达到所在省份一本控制线即录取。
367,0,请问山东考生今年多少位次有希望能上贵校的会计专业？谢谢！,您好，您可以登陆http://admission.sysu.edu.cn/zs01/zs01c/shandong/1375269.htm，参考近几年的专业录取分数，欢迎您微信搜索“中大招生”小程序，关注我校最新招录信息，谢谢！
368,0,老师您好，公示的高校资格名单里无新疆文科生通过，也就是说之前的高校专项在新疆的2个文科招生计划无效是吗？,您好，我校高校专项招生并未按省份分计划，谢谢！
369,0,老师您好，请问贵校的少数民族班是否招收广东的蒙古族考生？,您好，我校在广东省并未设置民族班招生，招生计划您可以在http://admission.sysu.edu.cn/zs01/zs01d/index.htm上查看，或微信搜索“中大招生”小程序，谢谢！
