ID,标签,问题,答案
183,0,2018.2019.2020计划招生人数分别是多少，广东省内的人数,2019:40082020：5375
184,0,贵校有咨询问答微信或QQ群吗？想了解更多,你好，可关注我校公众号“广师大招生就业办”，内有各学院QQ咨询群。
185,0,请问该校最重点培养的是师范类专业还是什么专业？,您好，是的，师范类专业较热门。
186,0,请问在贵校读化学或英语师范位次大概为多少？新生在哪个校区？,您好，我校无化学专业，英语(师范）理科2019最低排位为57044，英语专业新生第一年在河源校区。
187,0,请问贵校的教育技术专业出来是做教师的吗,您好，关于专业就业方向问题可上我校官网查看。
188,0,老师您好，请问贵校今年文科扩招多少人呢？广东考生536，排位20220可以上贵校吗？,您好，文科扩招约500人，您的分数上线几率较高。
189,0,老师您好，请问文科今年分数536、排位20220如果要进贵校的网络与新媒体专业可能性大吗？或者同样的排位进法学，税收学，英语哪一个可能性更大呢？,您好，2019年网络与新媒体专业最低排名为19500，今年有扩招人数，可以尝试冲一下。同样排位下，录取几率法学>税收学>网络与新媒体。
190,0,文科526排位25454报考贵校英语师范专业录取几率大吗，贵校今天是否有扩招？,您好，英语（师范）录取分数一般会较高，今年文科共扩招约500人。
191,0,老师，您好，请问广东省音乐生排名1649有机会就读本校吗,您好，可以参考我校2019年录取数据最低排名为1599，录取机会还是有的，可以尝试冲一下。
192,0,学校录取是在提前批填报还是在本科批填报？为什么学校分数线有两种情况？,您好，提前批只有美术学教师专项，其他普通考生为本科批。
193,0,你好，我想请问一下，文科440能上贵校本科吗,您好，录取机会较小。
194,0,广西的舞蹈生双过线报考贵校，录取率大吗。有没有往年可以参考的分数,您好，2019广西舞蹈最低录取分数线为497.97，可以作为参考。
195,0,我是一名山西理工考生，499分，位次55959，能被你校金融学专业录取吗？信息与计算科学呢？,您好，2019年山西理科最低分为480，可以参考一下。
196,0,请问我综合分483，有机会被贵校录取吗,您好，我校2019广编最低排位是725，可以作为参考。
197,0,请问广东广文科474分能报贵校吗？,您好，我校2019广东文科最低排位是22002，可以作为参考。
198,0,我是少数民族，老师没有跟我讲过关于少数民族考生证明的事，所以我没有办理这个证明，现在我想报考该校民族班，可系统显示我为非少数民族考生，请问我该怎么办？,您好，少数民族认定一般是在高考前进行认定。
199,0,湖南音乐考生，专业259，文化文科428能录上该校不,您好，我校录取看综合分。
200,0,广东文科501分排名41781可报贵校吗？,您好，录取概率较低。
201,0,本人为福建文科考生。请问专业调剂是在本省内有招生计划的专业内部进行调剂还是在所有文科专业中进行调剂？是否会被调剂到协同培养的相关专业？,您好，在各省有招生的专业进行调剂，不会调剂到协同培养的。
202,0,老师，您好！理科排位113110，被贵校录取的几率高不高？,您好，我校今年理科扩招1400左右，可以尝试冲一下。
203,0,请问贵校师范专业需要经考试才获得教师资格证吗？贵校考研方面如何？,您好，现在教师资格证都需要自己考试才可获得，我校有三个硕士点。
204,0,请问理科488排名121322有机会被贵校录取吗,您好，我校今年有扩招，可以尝试冲一下。
205,0,广西理科497能报上广东技术师范大学的数字媒体技术吗？,您好，我校广西理科2019年最低录取分数线是494，录取几率较大，可以尝试冲一下。
206,0,我是广东理科生今年考分518排位87078能上贵校哪些专业？能被工业设计录取吗？是否有装潢设计这个专业？,您好，您说的两个专业我校今年都没有招生。
207,0,76285录取的可能性大吗,您好，上线录取几率大。
208,0,理科518分排位87160能进入贵校的什么专业学习吗,您好，可以参考一下我校官网发布的2019年各专业录取分数线进行斟酌，http://zs.gpnu.edu.cn/info/1016/2690.htm
209,0,请问协同培养会对以后找工作有影响吗？,您好，协同培养的学历在社会上是被认可的。
210,0,文科545，排名15787报贵校汉语言文学师范怎样,您好，按照您的分数报考该专业录取几率较大。
211,0,老师，您好！传媒编导专业，统考成绩194，文化成绩356(文科)，有希望进贵校学习吗？,您好，可以参考一下我校2019年录取分数线
212,0,贵校必须专业文化双过线吗？我文化超76分专业差两分有希望吗,您好，报考前提是双过线。
213,0,你好，老师！广东文科考生467有机会上贵样吗？排名69000多名,您好，录取机会较小。
214,0,你好，我是广东文科考生，我的成绩刚过本科线能报考贵校并被录取吗,您好，录取几率较小。
215,0,老师，您好，请问广东省文科排名33500名，有没有被贵校录取的可能。谢谢！,你好，录取几率较小，可以考虑冲一下。
216,0,你好，请问有什么专业是在本部就读的呢,您好，我校今年未在校本部进行招生。
217,0,您好，请问：编号80030，广东技术师范大学（与深圳信息职业技术学院协同培养)，毕业时拿哪个学校的毕业证书？在哪个校区学习？,您好，在深圳信息职业技术学院就读四年，毕业证书由我校颁发。
218,0,请问贵校的协同培养是怎样？可以详细说一下吗？,您好，协同培养是与专科学校的一个合作，在大学期间在专科学校就读，毕业证书由我校颁发。
219,0,广东考生文科分数533排位21450报考贵校汉语言文学录取概率怎么样,您好，2019年该专业的排位在19000左右，今年我校有扩招，所以可以冲一下。
220,0,以后想做老师的话报哪个专业呢,您好，可以报考一些师范类专业。
221,0,文科526.排位25454冲本校几率大吗,您好，我校今年有扩招，所以录取几率还是挺大的。
222,0,您好，请问理科类考生如果选择服从调剂，会被调剂到联合培养专业吗？,您好，不会有这种情况出现的。
223,0,老师，请问怎么样查找贵校美术类招生专业的历年分数线,您好，查找广东技术师范大学本科招生网，查看报考指南栏目，就可看到历年录取分数线。
224,0,请问广东音乐生排位1756可以冲刺吗？,您好，我校2019年音乐类最低排位是1599，可以尝试冲一下。
225,0,今年的广东理科考生138000排名，有没有可能录取到与深圳信息职业技术学院协同培养的软件工程和网络工程专业,您好，录取几率还是挺大的。
226,0,老师，您好！请问文科440分排位93094能上贵校的本科吗,您好，这个分数按往年看被录取概率较小。
227,0,请问贵校的数学和应用数学师范专业可以考研吗,您好，考研这个问题取决于学生本人，一般专业都可以考研的。
228,0,怎样报贵校与深圳职业学院协同培养的专业，（有哪些专业和历年的录取分和简章）？是读几年的？毕业证是本科吗？是广东技术师范大学发证的吗？,您好，招生代码为80030，大学四年在深圳信息职业技术学院就读，颁发广东技术师范大学毕业证。
229,0,20届考生，分数527，排位25191，有几率被广东技术师范大学录取吗？,您好，今年我校文科有扩招，可以考虑冲一下。
230,0,你好我美术类总分426，术科差几分过本科线，请问学校是否有统考合格类招生计划,您好，术科也需过本科省线才可报考。
231,0,20届考生，分数527，排位25191，有几率被录取吗？,您好，我校今年有扩招，可以考虑冲一下。
232,0,请问理科488排名121322可以选工商管理或商务英语专业吗,您好，可以参考我校2019年录取分数线，今年我校扩招3000人，可以考虑冲一下。
233,0,贵学校可以修第二学位吗,您好，目前在校生只有辅修专业。
234,0,网络空间安全，师范类跟非师范类招生是什么区別?,您好，师范类的专业在教学时会多一些师范教育课程。
235,0,如果我被成功投档贵校，又服从志愿调剂，身体与单科成绩也符合要求，是不是一定不会被退档？谢谢！,您好，我校按照1:1投档，提档后一般情况下不会做退档处理。
236,0,广东文科438分，排位94484，服从调剂，录取机率大吗？,您好，我校今年扩招，录取几率还是挺大的。
237,0,老师，您好！江西文科考生501分省排名34267可以填报贵校吗？,您好，可以参考一下我校官网发布的2019年录取分数线
238,0,具体扩招，网络与新媒体和数字媒体技术专业有扩招吗？广东理科528分7w5排位有希望吗？,您好，今年我校有扩招，排位7w5的录取几率还是比较大的，具体可以参考我校官网发布的往年录取分数线
239,0,你好！贵校是否和深圳信息职业技术学院协同办学？是否由广东技术师范大学提档？毕业证书上的印章是由广东技术师范学院单独印的还是两校合印的，还是由深圳信息职业技术学院单独印的？非常感谢！,您好，资料是由我校提档，毕业证书也是由我校颁发。
240,0,民族生毕业以后待遇是否和非民族生一样，档案与毕业证上是否会给标注上（民族生）字样？,您好，跟普通考生毕业证是一样的。
241,0,广东音乐生排名1756。可以冲刺贵校吗,您好，我校音乐类2019年排名为1599，可以尝试冲一下。
242,0,您好，看到贵校开设的是少数民族班，不是少数民族的可以报吗？,您好，报考少数民族班需经过广东省教育考试院的少数民族认定。
243,0,请问一下，贵校与深圳信息职业技术学院合作办学的专业，是在哪里学习上课？毕业证书是发哪个学校的？今年高考分数476，有没有可能录取到其软件工程/网络工程/自动化专业？,您好，在深圳信息职业技术学院就读，颁发广东技术师范大学毕业证书。
244,0,怎样报贵校与深圳职业学院协同培养的专业，录取之后又怎么办,您好，招生代码为80030。
245,0,老师，您好！理科495分排位113050填报贵校“网络空间安全”可成功录取吗？,您好，可以尝试冲一下。
246,0,广东理科生458能被贵校与深圳职业学院协同合作这间学院录取吗,您好，可以参考一下我校官网发布的往年录取分数线。
247,0,你好，请问一下广东理科考生458分可以被广东技术师范大学（与深圳信息职业技术学院协同培养）录取吗？,您好，可以参考一下我校官网发布的往年录取分数线进行参考。
248,0,这个招生类型是不是只能读4年？有与这个招生类型的相关信息吗,您好，就读是四年
249,0,您好，请问一下贵校与深圳信息职业技术学院的协同培养项目分别是在哪个校区呀？谢谢！,您好，是在深圳信息职业技术学院就读。
250,0,湖南美术生文化380、专业226提前批填报贵校，有没有希望,您好，可以参考我校招生官网发布的往年录取分数线。
251,0,请问贵校今年还招收新疆二本定向吗文科385录取率大吗,您好，可以参考一下2019年新疆录取分数线。
252,0,广东省理科排名15w，请问有希望报考贵校吗,您好，录取概率较小，可以考虑一下我校与其他专科学校的联合培养计划。
253,0,文科437美术236排名4261报考有多大把握你们学校福建美术分数线是多少美术分数综合分乘比例是怎么乘,您好，我校今年未在福建进行艺术类招生。
254,0,你好，请问少数民族生毕业后的待遇与非少数民族生的待遇有没有区别？民族班是不是全部由民族生组成？,您好，毕业资质是一样的，民族生是与普通生在班里共同学习的，不是独立一个班。
255,0,您好，请问一下最近三年地方专项的最低排位是多少？,您好，我校教师专项从2019年开始招生，2019年最低分数线为478分，可以参考一下。
256,0,老师，广州校区指的是东校区还是白云校区,您好，这个要看之后学校的规划安排
257,0,广东理科491分，排位117518能报考该校有多大机会？,您好，可以到我校官网查看上一年的录取分数线
258,0,请问这个分数报考贵校美术专业有多少把握录取？美术专业会在河源新校区吗？,本科美术文化280/术科2055205085054您好，这是我校2019年美术类专业的整体情况，美术学院新生第一学年在河源校区。
259,0,今年的新生是不是要到河源校区一年？,部分专业新生是到河源校区。
260,0,贵校在广西文科不招收会计专业吗,是的
261,0,广东文科521分，排位28300能报考该校有多大机会？,您好，本校今年有扩招，按这个排名的话，可以冲一下。
262,0,老师请问报读贵校的广播电视编导的校区是第一年在哪第二年在哪呢？另外综合分排位大概多少报读本校该专业较稳？,"您好,广播电视编导专业第一学年在河源校区,第二至第四年会回到广州校区学习。2019年广东省编导专业的最低排位在725，可以作为参考。"
263,0,今年民族班的学生理科刚好达到投档线370分，录取的几率大不大?,您好，是有可能录取的，2019年少数民族理科录取最低排名为248717，可以参考一下。
264,0,今年该校招录新疆考生吗？计划出来了吗,"您好,今年有面向新疆招生,具体招生信息可到官网查看招生计划。"
265,0,我是文科生，如果服从专业调剂，请问是否会调整到理科类招生的专业？,不会的
266,0,贵校与深圳信息职业技术联合培养专业的毕业证上是否会出现“联合培养”字样？,会注明联合培养，其他与本科毕业证无差别。
267,0,问题一、广技师现在还招大专生吗？问题二、如果还招大专生，在广技师读完大专能直接对接到广技师本科学习吗（专插本）？,"您好,本校今年未进行专科生招生。"
268,0,请问贵校今年机器人工程、光电信息科学与工程、网络工程、软件工程、数字媒体技术的分数线是多少？招生人数是多少？,您好，今年的分数线还没出，具体招生人数可到官网查看最新招生简章。
269,0,我是山西声乐考生，统考成绩280文化380，有机会报考贵校吗？录取原则是什么？,"2019年按百分制音乐录取综合分为497,统考成绩280文化成绩380有机会报考我校!"
270,0,老师你好！我是江西理科学生（编导生），我对于贵校校考有以下几点疑问：①请问现在还能报名贵校的校考吗？（亦或是说之后报名通道还会开吗？）②请问在哪里进行贵校的校考报名？③请问贵校对于考生高考文化分有什么要求？④请问贵校的校考地点在哪？何时开始校考？⑤请问贵校的录取方式是何...[详细],"我校艺术类专业统一采用统考成绩,无校考,谢谢关注!"
271,0,今年会在贵州招播音和编导专业吗？,"您好,目前我校招生计划还在制订中,请留意我校招生网."
272,0,教师专项毕业后从教六年是什么待遇？,相关待遇问题请上网咨询相对应部门.
273,0,您好，请问贵校今年在海南有招生计划吗？美术生有没招生计划？按什么方式招,"您好,我校今年具体招生计划还在制订中,具体请关注我校招生网,往年招生计划请上我校招生网查看."
274,0,请问贵校今年有计划在海南招收声乐吗？如果有请问采取哪种方式录取呢？,"您好,我校具体招生计划还在制订中,具体请关注我校招生网."
275,0,贵校的教师专项往年综合分是多少？招生计划多少人,"招生计划还在制订中,去年录取最低成绩478."
276,0,贵校往年美术类录取分数线是多少？,具体信息请关注我校招生网http://zs.gpnu.edu.cn.
277,0,广东的美术生，高考外语是日语，报贵校有影响吗？,"我校公共外语教学为英语,非英语语种需慎重报考."
278,0,老师，请问今年的广播电视编导录取是怎么算折合分的？谢谢老师,"请关注我校招生网http://zs.gpnu.edu.cn,届时查看2020年夏季高考章程."
279,0,老师您好！报考贵校为提高录取率，填报平行志愿时须第一志愿吗？,请填写第一志愿
280,0,请问贵校允许艺术生兼修其他专业吗，具体如何规定,我校允许学生在主修某一专业的同时，在校内或跨校辅修其它专业。
281,0,请问贵校本科招生，美术省考分数要求多少才有资格填报？另外请问贵校有美术专科招生吗,"您好,我校无美术专科.广东采用综合分数,只有等您文化成绩出来,才能知道具体情况."
282,0,请问，湖南美术生怎样录取，美术占多少，文化占多少，录取分数线是多少？谢谢,"你好,具体计划还在制订中,请关注我校招生网http://zs.gpnu.edu.cn/."
283,0,广师大2020年招音乐生计划数是多少，需校考吗,具体计划还在制订中，请关注我校招生网http://zs.gpnu.edu.cn/；我校艺术类招生均采用省统考成绩。
284,0,老师你好，我术科统考207，还需要文化都是分可以冲一下贵校？,现在广东这边采用综合分，只有等你文化成绩出来了，我们才知道具体情况。
285,0,1、贵校专业调剂文科生一般会被调剂到什么专业2、学校支持转专业吗？有什么要求?3、法学专业在哪个校区?,调剂专业是随机的
286,0,排位26763，有机会被贵校录取吗？能录取到什么专业?,有机会
287,0,我是广东省的艺术生美术考试考了216文化课考了374综合分474进入贵贵校的几率有多大？,有机会
288,0,老师您好，我是广东省一名文科考生，今年528分，请问可以报考贵校吗？,可以冲一下
289,0,海南高考530今年能进该校吗？该校今年在海南的投档分数线是多少？计划招多少个？,估计机会不大
290,0,我471分，排位103839名，不知道能不能被贵校招录？贵校2018年计算机科学与技术专业录取的最低分数，最高分数，平均分数各是多少？,可以冲一下
291,0,请问江西文科考生多少分有希望进？,去年我们江西文科分数线是562
292,0,老师，今年云南文科517有机会进入贵校吗？,有机会
293,0,老师好：文科504，能被录取吗,可能机会不大
294,0,老师好！我是广东理科女生，高考490分，82528位，请问报考贵校的机会有多大？另外师范和非师范类课程有什么区别呢？女生较适合什么专业？谢谢您！,"有较大机会,具体专业看你自己兴趣"
295,0,"请问广东本科548分,排名19234想报本校的英语师范类专业,录取的机率有多大?","有机会,建议再填一些非热门专业保底"
296,0,老师，你好，我想问下，今年我在贵州考了505分，今年贵州二本是453，比二本线高出52分，有希望报考吗,有机会!
297,0,请问广东今年文科499分可以报考你们学校吗？,机会不大!
298,0,广东文科生综合分515左右排位43929是没有录取希望吗,"机会不大,可以冲一下!"
299,0,19年考生排位43292分数515服从调剂且填报第一志愿是否有机会录取,文科还是理科?
300,0,贵校2018年计算机科学与技术专业录取的最低分数，最高分数，平均分数各是多少？,我校去年在云南录取分数线是458
301,0,广西美术考生综合分507左右是没有录取希望吗？？,"广西去年录取综合分506,今年应该有较大机会!"
302,0,请问能够提供文科相关专业历年在川招生分数线吗？阳光高考网上无相关信息；谢谢！,"我校今年第一年在四川招普通类,谢谢关注!"
303,0,老师好：理科360分少数民族，有没有什么专业可以推荐下，机会大点呢？,我校今年广东省内少数民族专科只有会计一个专业，您这个分数报考我们学校应该还是有机会的！
304,0,老师好：我理科360分少数民族，想报考计算机类。进入贵校希望吗？,应该机会有，但是不大！
305,0,本人术科联考209文化科326排名18556请问有机会进入贵校吗？,机会不是很大，可以冲一冲
306,0,老师您好！我的术科208；文化373，敢报贵校吗？,机会应该还是很大的。
307,0,广东考生文科排位17022可以选专业吗？学校排位大概多少,排位17022专业基本上不是太热门的专业都是没问题的，我们学校文科今年排位3万以内都是有希望的。
308,0,广东文科生538，排名23680报考贵校金融学专业机会大吗？金融学办学地点是否在白云校区？,金融学也是比较热门的专业，以你的情况的话报考金融学的话机会还是可以的。金融学的是设在白云校区的。
309,0,我的广东文科全省排位是29856，上贵校的机会大吗,机会不是很大，可以冲一冲
310,0,你好，我是18届广东考生，我的全省排位是29856，上贵校的机会有多大？特别是上英语师范的机会,您好，你是文科生吧，文科生的话，您这个排位上我们学校的机会不是很大，可以冲一冲
311,0,贵州艺术考生，专业205.5理科384，有机会读贵校么？,您还是有机会的，可以试一下
312,0,请问贵校的学历层次介绍上为什么有高职？,我们学校是本科院校，今年有新开的中职升本科计划
313,0,云南文科498分，超二本8分，报贵校有希望吗？,机会不是很大
314,0,您好，云南文科生498分，超二本线8分，报考贵校有希望吗？,机会不是很大
315,0,广东考生理科452能进贵校吗,452分报考我们学校机会不大
316,0,您好！我是一名广东的文科普通高考生，我想请问贵校今年招收的金融学专业学生是不是全部都要去番禺职业学校上课，有没有在白云校区上课的金融学学生，另外我想请问总分538分，排位23690报考贵校金融学专业录取几率大吗？希望老师能给一些报考贵校的建议，谢谢！,如果是我校的协同培养的话，四年都是在番禺职业培养的，如果是我校的普通金融学专业的话是在我校的白云校区培养的。另外您这个分数报考我校金融学专业还是很大的。
317,0,成绩520可以报英语师范专业吗？,分数520的话，报考英语专业的机会不是很大。
318,0,我是文科520分数，可以报英语师范吗？,您这个分数报考我校的英语师范专业的机会不是很大
319,0,您好，请问分数445有希望被贵校录取吗？,如果您是广东理科的话，这个分数报考我校机会不大，如果您是广东文科的话，这个分数报考我们学校基本没什么希望。
320,0,老师，您好，我想请问一下，本校有招收专科批次的学生吗？招生的专科批次的学生有个别的学院进行学习吗？到时候可以进行专插本考试吗？毕业后颁发的毕业证书与本科学生的有区别吗？高考分数417能不能上你们学校的专科批次的招生呢？你们学校专科批次招生的专业有哪些啊?谢谢老师进行回答！,我们学校只在广东省内招收少数民族的专科生！
321,0,2018届广东文科考生504分有希望上贵校吗？,应该机会不是很大
322,0,请问贵校有无培养硕士研究生的资格？谢谢,有，目前我校大概应该有三个硕士学位点，博士点应该暂无
323,0,请问广东文科要超过本科线多少分才有机会进贵校？,这个目前暂时还不是很清楚，我们估计大概应该文科排位三万以内都是有希望的。
324,0,您好本人491分排位55693且服从专业调剂，非常喜欢贵校，请问能被贵校录取吗？,如果您是理科生的话，可能性挺大的。如果是文科生的话机会不大。
325,0,广东理科生431分能进贵校吗？,基本上没什么希望！！
326,0,您好！我是2018的广东美术考生，术科213，文化379，美术总分471，不知道能否有机会进入贵校？,机会还是很大的。
327,0,我是广州文科考生498分，有希望上贵校吗？,应该机会不是很大！
328,0,你好，我是广东文科生，今年高考分数为512，排名在3万9左右，请问报读贵校被录取的机会到吗？,应该机会不是很大！
329,0,我是广东理科考生，462分有机会进入贵校吗？,应该机会不是很大！
330,0,我是广东的考生，排名41975，可以冲一下吗,如果你是理科生的话，这个排位机会还是很大的，如果你是文科生的话，基本上没什么希望的了！
331,0,您好，我想问一下，我比2018年广东省文科本科线高出90分。如果我第一志愿想报考贵校，请问被录取的可能性多大？,应该机会不是很大！
332,0,我理科466分，排名104069，第一志愿想填贵校，希望大吗,应该机会不是很大！
333,0,我是贵州考生文科481分，过二本线4分，有希望上贵校吗？,应该机会一般！
334,0,您好，我是广东文科生，分数为506，能考上贵校的可能性大吗？谢谢,应该没什么希望！
335,0,您好，我是文科506，考上贵校的可能性好吗，谢谢,广东省内的话，应该机会不是很大！
336,0,文科生如果报了文学类的专业，并选择了服从调剂，在未达到所选专业的分数时，请问会在同一类别调剂，还是会调剂到其他的类别，如管理学？或者是否会被调剂到理科生的专业？,考生所填报的所有专业志愿均未被录取时，若服从专业调剂，按考生投档总分从高到低调剂到计划有空额且符合相关专业要求的专业录取；对投档总分低无法达到所填报的专业志愿要求又不服从调剂的，或服从调剂但不符合计划有空额专业培养相关要求的，或健康条件不符合专业条件要求的考生，作退档处...[详细]
337,0,有招浙江美术生吗？,"我校暂时未在浙江招美术生,谢谢关注我校!"
338,0,湖北文科考生，分数504，报贵校有希望录取吗？能否冲一冲,应该可以冲一冲！
339,0,请问我是广东考生理科474分，有希望上贵校吗？,应该还是有机会的！
340,0,老师你好，我是广东文科考生，总分474，排位7.1万。想报考贵校，不知道这个分数有机会被贵校录取么？,应该机会不大！
341,0,老师你好，我是广东文科考生，总分474，排位7.1万。想报考贵校，不知道这个分数有机会被贵校录取么？,应该机会不大！
342,0,老师您好，电子信息工程【师范类】能考研吗?,应该是可以的！
343,0,高考452，本科线443，2018届的,我校是二本公立学校，过本科线15分机会不大，谢谢关注
344,0,我是贵州考生文科481分，有希望上贵校吗？,贵州文科481分有机会进入我校
345,0,老师您好，我是甘肃考生，成绩456分。高于省控线20分，我想报考贵校，请问老师几个问题？1.能否被贵校录取?2.因贵校是技术师范类学校，毕业时是否能发双证【毕业证书，国家职业资格证书】？,甘肃456分根据去年的录取情况，应该机会挺大，毕业时发毕业证，教师资格证要自己考。
346,0,老师好，广东理科考生506分，有否被贵校录取的可能性？,广东理科506应该机会挺大！
